user,avg_daily_device_connections,above_avg_daily_counter,ratio_of_above_avg_days,risk_score_1,emails_sent_per_day,unique_recipients_count,external_emails_ratio,attachment_count_avg,emails_sent_off_hours,risk_score_2,active_days,avg_files_copied_per_day,filetype_doc,filetype_exe,filetype_jpg,filetype_pdf,filetype_txt,filetype_zip,after_hours_file_copy_ratio,risk_score_3,avg_urls_per_day,avg_malicious_urls_per_day,total_malicious_urls,avg_distinct_domains_per_day,avg_after_hours_browsing_per_day,risk_score_4,avg_logon_time_hours,avg_logoff_time_hours,logon_std_dev_hours,after_hours_logons,weekend_logons,logons_on_other_user_pcs,risk_score_5,total_risk_score,never_used_device,onboarding_hour,onboarding_month,onboarding_weekday,odd_onboarding,label,avg_daily_device_connections_log,late_hour_device_use_log,missing_disconnects_log,distinct_pcs_used_log,above_avg_daily_counter_log,emails_sent_off_hours_log,total_files_copied_log,active_days_log,avg_files_copied_per_day_log,filetype_doc_log,filetype_exe_log,filetype_jpg_log,filetype_pdf_log,filetype_txt_log,filetype_zip_log,avg_malicious_urls_per_day_log,total_malicious_urls_log,avg_after_hours_browsing_per_day_log,logon_std_dev_hours_log,after_hours_logons_log,weekend_logons_log,logons_on_other_user_pcs_log,after_hours_intensity,file_risk_composite,email_exfil_score,device_anomaly_score,logon_suspicion,ext_email_ratio,ext_email_ratio_zscore,off_hours_email_count,off_hours_email_ratio,bcc_abuse_flag,bcc_usage_rate,attachment_density,high_attachment_flag,unique_recipient_count,recipient_spread_zscore,email_exfil_composite,total_files_copied,avg_files_per_day,files_copy_volume_zscore,after_hours_file_ratio,after_hours_file_spike,exe_file_ratio,zip_file_ratio,risky_filetype_score,sensitive_doc_ratio,file_staging_composite,after_hours_logon_count,after_hours_logon_zscore,weekend_logon_count,weekend_logon_flag,other_pc_logon_count,other_pc_logon_flag,logon_time_std,logon_erratic_flag,late_hour_device_use,off_hours_intensity,temporal_anomaly_composite,malicious_url_avg,malicious_url_total,malicious_url_flag,malicious_url_zscore,distinct_domain_avg,domain_spread_zscore,after_hours_browsing_avg,after_hours_browse_flag,network_anomaly_composite,distinct_pcs_used,multi_pc_flag,missing_disconnects,missing_disc_zscore,never_used_device_flag,avg_device_connections,device_conn_zscore,device_anomaly_composite,email_file_exfil_chain,dual_off_hours_signal,network_file_chain,lateral_movement_score,exfil_chain_score
DFH0188,1.61752988,32.0,0.12749004,0.0,2.933333333,285.0,0.343878149,0.218379447,0.0,0.2,251.0,25.02390438,4026.0,38.0,310.0,1262.0,311.0,334.0,0.0,0.8,27.41666667,1.0,1.0,14.58333333,0.0,0.0,9.598362615,17.05741106,2.868807846,0.0,0.0,85.0,0.9,1.9,0,16,1,0,0,0,0.962231079,0.0,1.791759469,0.693147181,3.496507561,0.0,8.74544368,5.529429088,3.259015515,8.300776961,3.663561646,5.739792912,7.141245122,5.743003188,5.814130532,0.693147181,0.693147181,0.0,1.352946409,0.0,0.0,4.454347296,0.0,782.0,0.220281365,11.0,170.0,0.343878149,-0.7937420538882194,0.0,0.0,0,0.486166008,0.218379447,0,285.0,-0.6070199587061252,0.0032053350062017883,6281.0,25.02390438,612.780487804877,0.0,0,0.0060490289716650745,0.053167780961477236,13.738299904489017,0.8417701368990768,2.9103078123663213,0.0,0.0,0.0,0,85.0,1,2.868807846,1,0.0,0.0,1.6,1.0,1.0,1,-0.3085610200654312,14.58333333,-0.7329905066618899,0.0,0,-0.27008623919044894,1.0,0,5,1.5230872197209178,0,1.61752988,1.341313526513947,-0.170546621727355,0.03839877606394268,0.0,0.05921680993314231,0.0,1.0629319456425395
DIB0081,3.080745342,9.0,0.055900621,0.0,8.75308642,267.0,0.355107409,0.793370945,0.0,0.4,161.0,9.813664596,1020.0,11.0,67.0,332.0,72.0,78.0,0.0,0.6,88.66666667,7.666666667,92.0,29.08333333,0.0,0.8,10.47829248,16.20188389,2.698011004,0.0,0.0,49.0,0.9,2.7,0,11,1,0,0,0,1.406279654,0.0,1.386294361,0.693147181,2.302585093,0.0,7.365812837,5.087596335,2.380810575,6.928537818,2.48490665,4.219507705,5.80814249,4.290459441,4.369447852,2.159484249,4.532599493,0.0,1.307795109,0.0,0.0,3.912023005,0.0,189.0,2.466023674,7.0,98.0,0.355107409,-0.6795376708022958,0.0,0.0,0,0.0,0.793370945,1,267.0,-0.6565726083964212,0.022279412512721496,1580.0,9.813664596,154.14634146341436,0.0,0,0.006957621758380772,0.04933586337760911,13.060088551549653,0.8551549652118912,1.4158606132972418,0.0,0.0,0.0,0,49.0,1,2.698011004,0,0.0,0.0,1.0,7.666666667,92.0,1,1.187492410629644,29.08333333,0.04707278454523564,0.0,0,0.3134310479494598,1.0,0,3,0.9138523318325507,0,3.080745342,2.5546640281967683,-0.1606682738216748,0.0192125217089979,0.0,0.05629348513598988,0.0,0.4972558167786168
DIB0285,2.327380952,19.0,0.113095238,0.0,8.81420765,320.0,0.390530303,0.383137012,0.0,0.2,120.0,3.125,244.0,1.0,19.0,74.0,20.0,17.0,0.0,0.2,88.41666667,2.5,15.0,29.16666667,0.0,0.0,9.197101449,18.3076087,0.092299396,0.0,0.0,0.0,0.0,0.4,0,10,1,0,0,0,1.202185494,0.0,1.386294361,0.693147181,2.995732274,0.0,5.929589143,4.795790546,1.41706602,5.501258211,0.693147181,2.995732274,4.317488114,3.044522438,2.890371758,1.252762968,2.772588722,0.0,0.088285012,0.0,0.0,0.0,0.0,37.0,1.31884004,7.0,0.0,0.390530303,-0.31927797814328807,0.0,0.0,0,0.0,0.383137012,0,320.0,-0.5106675843083276,-0.6671122506644607,375.0,3.125,36.58536585365847,0.0,0,0.0026595744680851063,0.04521276595744681,11.106382978723405,0.8457446808510638,1.0231016556512695,0.0,0.0,0.0,0,0.0,0,0.092299396,0,0.0,0.0,0.0,2.5,15.0,1,0.028051001824130128,29.16666667,0.051555907267144936,0.0,0,-0.1683238129755216,1.0,0,3,0.9138523318325507,0,2.327380952,1.9299473789433226,-0.18143813978978568,0.0,0.0,0.047872340425531915,0.0,-0.41677301590255456
DIW0118,2.141065831,20.0,0.062695925,0.1,13.54069767,742.0,0.343132154,0.515457278,0.0,0.4,281.0,4.676156584,844.0,12.0,60.0,265.0,63.0,70.0,0.0,0.6,134.4166667,5.0,60.0,37.16666667,0.0,0.8,9.652438355,15.04284693,2.637829289,0.0,0.0,124.0,0.9,2.8,0,7,1,0,0,0,1.144562179,0.0,2.079441542,0.693147181,3.044522438,0.0,7.181591945,5.641907071,1.736274346,6.739336627,2.564949357,4.110873864,5.583496309,4.158883083,4.262679877,1.791759469,4.110873864,0.0,1.291387155,0.0,0.0,4.828313737,0.0,176.0,2.394942738,15.0,248.0,0.343132154,-0.8013290096413308,0.0,0.0,0,0.0,0.515457278,0,742.0,0.6510667584308326,-0.5034854196334294,1314.0,4.676156584,128.1951219512193,0.0,0,0.009125475285171103,0.053231939163498096,14.466920152091255,0.8433460076045627,1.3288849220386705,0.0,0.0,0.0,0,124.0,1,2.637829289,0,0.0,0.0,1.0,5.0,60.0,1,0.5890710383067324,37.16666667,0.48193565414004175,0.0,0,0.18442916863398406,1.0,0,7,2.132322107609285,0,2.141065831,1.7754482286763842,-0.12565126237038518,0.004279960261465977,0.0,0.0623574144486692,0.0,0.2801841459081599
DLM0051,8.641647399,8.0,0.018348624,0.1,17.44930876,1011.37,0.494459611,0.534794665,0.0,0.8,346.22,24.4793578,5385.67,57.01,429.01,1703.01,435.05,422.04,0.0,0.8,180.5,2.333333333,28.0,45.8125,0.0,0.0,9.145515317,15.3393591,2.511632625,0.0,182.0,75.0,1.2,2.9,0,7,1,6,0,0,2.266091986,0.0,2.890371758,0.693147181,2.197224577,0.0,9.044233838,5.849958585,3.237868626,8.591682662,4.060615409,6.063808464,7.440739576,6.077756916,6.047466737,1.203972804,3.36729583,0.0,1.256081065,0.0,5.209486153,4.33073334,0.0,1015.11,4.614196834,35.0,332.0,0.494459611,0.7377090810829655,0.0,0.0,1,0.511554206,0.534794665,0,1011.37,1.3926221610461114,0.8611773217757126,8468.56,24.4793578,826.2009756097547,0.0,0,0.006731164310778836,0.04983021550115945,13.122240116369683,0.8369596531578973,3.2402392672314555,0.0,0.0,182.0,1,75.0,1,2.511632625,0,0.0,0.0,1.8,2.333333333,28.0,1,-0.00935033401617933,45.8125,0.9470595991488737,0.0,0,0.3118304192693058,1.0,0,17,5.178496547051119,0,8.641647399,7.165962552508004,0.2058751259452566,0.09747215638621028,0.0,0.05656137981193829,0.0,2.002973448201933
DMK0257,2.12,99.0,0.304615385,0.5,8.71884058,505.0,0.299636804,0.71875,0.0,0.4,295.0,5.081355932,964.0,11.0,63.0,311.0,77.0,73.0,0.022014676,0.6,88.08333333,12.90909091,142.0,26.16666667,0.0,1.0,9.817651904,14.89816792,3.748393516,67.0,6.0,25.0,1.8,4.3,0,8,1,0,0,1,1.137833002,2.564949357,2.079441542,0.693147181,4.605170186,0.0,7.313220387,5.690359454,1.805227686,6.872128101,2.48490665,4.158883083,5.743003188,4.356708827,4.304065093,2.632542649,4.96284463,0.0,1.557806354,4.219507705,1.945910149,3.258096538,67.0,179.2201468,1.877723971,27.0,123.0,0.299636804,-1.2436875990636396,0.0,0.0,0,0.496010638,0.71875,0,505.0,-0.0013764624913971163,0.0449693291500929,1499.0,5.081355932,146.24390243902414,0.022014676,1,0.007333333333333333,0.048666666666666664,12.991999999999999,0.8500000000000001,1.4323804114558725,67.0,0.5473433732557182,6.0,1,25.0,1,3.748393516,1,12.0,67.0,2.877452060942369,12.90909091,142.0,1,2.3639344266556996,26.16666667,-0.10983649781019143,0.0,0,0.9412885311770474,1.0,0,7,2.132322107609285,0,2.12,1.757979689506303,-0.12623203641835534,0.02007640592754223,0.0,0.055999999999999994,0.0,1.4693618990051425
DPM0423,3.10787172,23.0,0.067055394,0.0,8.719653179,549.0,0.41152761,0.73417302,0.0,0.4,298.0,4.708053691,906.0,13.0,74.0,267.0,73.0,70.0,0.0,0.6,89.5,1.0,3.0,27.0,0.0,0.0,9.263987357,16.95938609,2.71208892,0.0,0.0,111.0,0.9,1.9,0,13,1,0,0,0,1.412905065,0.0,0.693147181,0.693147181,3.17805383,0.0,7.247080585,5.700443573,1.741878106,6.81014245,2.63905733,4.317488114,5.590986981,4.304065093,4.262679877,0.693147181,1.386294361,0.0,1.311594769,0.0,0.0,4.718498871,0.0,179.0,2.634490335,3.0,222.0,0.41152761,-0.10573011368910744,0.0,0.0,0,0.495525356,0.73417302,0,549.0,0.11975223675154852,0.06944454998848605,1403.0,4.708053691,136.87804878048757,0.0,0,0.009259259259259259,0.04985754985754986,13.715099715099715,0.8354700854700855,1.342679573172918,0.0,0.0,0.0,0,111.0,1,2.71208892,0,0.0,0.0,1.0,1.0,3.0,1,-0.3085610200654312,27.0,-0.06500527435692298,0.0,0,-0.2308219859921505,1.0,0,1,0.30461744394418355,0,3.10787172,2.5771581893165187,-0.186102282939453,0.01946598879224562,0.0,0.05911680911680912,0.0,0.3663188216131518
DRR0162,2.368644068,26.0,0.110169492,0.0,10.69140625,454.0,0.409565823,0.502740227,0.0,0.4,167.0,3.167664671,338.0,3.0,30.0,103.0,28.0,27.0,0.0,0.6,107.5833333,0.0,0.0,30.66666667,0.0,0.0,7.206054688,16.29388021,0.099526191,0.0,0.0,0.0,0.0,1.0,0,7,1,0,0,0,1.21451031,0.0,1.098612289,0.693147181,3.295836866,0.0,6.272877007,5.123963979,1.427355848,5.826000107,1.386294361,3.433987204,4.644390899,3.36729583,3.33220451,0.0,0.0,0.0,0.094879352,0.0,0.0,0.0,0.0,63.0,2.201416299,5.0,0.0,0.409565823,-0.12568197820030275,0.0,0.0,0,0.493606138,0.502740227,0,454.0,-0.14177563661390227,0.013463662196110804,529.0,3.167664671,51.60975609756088,0.0,0,0.005660377358490566,0.0509433962264151,13.132075471698114,0.8320754716981131,1.0547032037886062,0.0,0.0,0.0,0,0.0,0,0.099526191,0,0.0,0.0,0.0,0.0,0.0,0,-0.532969034658472,30.66666667,0.13225210980581312,0.0,0,-1.4583891804408322,1.0,0,2,0.6092348878883671,0,2.368644068,1.9641642279309368,-0.19553140925434298,0.014128780659154967,0.0,0.0,0.0,-0.4145996777751648
EAH0466,1.071428571,1.0,0.071428571,0.0,1.0,41.0,0.568965517,0.558823529,0.0,0.4,14.0,25.06456166,230.0,3.0,24.0,66.0,14.0,21.0,0.0,0.8,9.25,2.0,6.0,6.833333333,0.0,0.0,9.980222222,17.40395299,2.425225375,0.0,0.0,4.0,0.9,2.1,0,12,1,0,0,0,0.7282385,0.0,0.0,0.693147181,0.693147181,0.0,5.883322388,2.708050201,3.260576601,5.442417711,1.386294361,3.218875825,4.204692619,2.708050201,3.091042453,1.098612289,1.945910149,0.0,1.231167273,0.0,0.0,1.609437912,0.0,51.0,0.317951318,1.0,8.0,0.568965517,1.4954527820025139,0.0,0.0,0,0.470588235,0.558823529,0,41.0,-1.2787336545079147,0.9834648425329062,358.0,25.06456166,34.92682926829262,0.0,0,0.008356545961002786,0.0584958217270195,15.50974930362117,0.8245125348189415,1.0345993882140587,0.0,0.0,0.0,0,4.0,1,2.425225375,0,0.0,0.0,1.0,2.0,6.0,1,-0.08415300547239034,6.833333333,-1.1499208862836168,0.0,0,-0.27008623919044894,1.0,0,0,0.0,0,1.071428571,0.8884668238560197,-0.24224596562188994,0.03361289155557202,0.0,0.06685236768802229,0.0,0.5627004630215786
EDB0714,2.326086957,24.0,0.104347826,0.0,1.080508475,109.0,0.463840399,0.549019608,0.0,0.4,157.0,3.350318471,333.0,3.0,28.0,105.0,32.0,25.0,0.0,0.6,9.416666667,1.875,15.0,7.833333333,0.0,0.0,7.721969697,16.76790634,0.12321805,0.0,0.0,0.0,0.0,1.0,0,12,1,0,0,0,1.201796525,0.0,0.0,0.693147181,3.218875825,0.0,6.267200549,5.062595033,1.470249054,5.811140993,1.386294361,3.36729583,4.663439094,3.496507561,3.258096538,1.056052674,2.772588722,0.0,0.116197824,0.0,0.0,0.0,0.0,59.0,0.275159559,1.0,0.0,0.463840399,0.42630403595647215,0.0,0.0,0,0.0,0.549019608,0,109.0,-1.0915347556779078,-0.3656810386559121,526.0,3.350318471,51.31707317073162,0.0,0,0.0056925996204933585,0.04743833017077799,12.326375711574952,0.8311195445920303,1.046288545319171,0.0,0.0,0.0,0,0.0,0,0.12321805,0,0.0,0.0,0.0,1.875,15.0,1,-0.11220400729652047,7.833333333,-1.0961234179245045,0.0,0,-0.27008623919044894,1.0,0,0,0.0,0,2.326086957,1.92887435209034,-0.20765568386861205,0.006207797389299652,0.0,0.05313092979127135,0.0,-0.3394073306390649
EGD0132,2.295081967,18.0,0.098360656,0.1,1.071428571,95.0,0.336569579,0.194871795,0.0,0.0,119.0,3.352941176,263.0,2.0,26.0,72.0,16.0,20.0,0.0,0.6,9.333333333,1.166666667,7.0,6.5,0.0,0.0,8.95335097,18.05723104,0.097261254,0.0,0.0,0.0,0.0,0.7,0,16,1,0,0,0,1.192431044,0.0,2.079441542,0.693147181,2.944438979,0.0,5.991464547,4.787491743,1.470851749,5.575949103,1.098612289,3.295836866,4.290459441,2.833213344,3.044522438,0.773189888,2.079441542,0.0,0.092817306,0.0,0.0,0.0,0.0,46.0,0.070272769,15.0,0.0,0.336569579,-0.8680720389531563,0.0,0.0,0,0.0,0.194871795,0,95.0,-1.130075705437027,-0.6671122506644607,399.0,3.352941176,38.926829268292614,0.0,0,0.005,0.05,12.76,0.8374999999999999,1.027119583609287,0.0,0.0,0.0,0,0.0,0,0.097261254,0,0.0,0.0,0.0,1.166666667,7.0,1,-0.2711596842251216,6.5,-1.1678533757187215,0.0,0,-0.27008623919044894,1.0,0,7,2.132322107609285,0,2.295081967,1.9031639074236675,-0.12140511728560577,0.0,0.0,0.055,0.0,-0.3836503200755726
EHB0824,3.25,1.0,0.25,0.2,1.0,96.0,0.352226721,0.209150327,6.0,0.0,1.0,14.0,9.0,0.0,1.0,2.0,2.0,0.0,1.0,0.4,9.583333333,0.0,0.0,7.25,1.0,0.0,8.650453929,19.09293869,1.799937774,4.0,0.0,0.0,0.6,1.2,0,21,7,1,1,0,1.446918983,2.564949357,0.0,0.693147181,0.693147181,1.945910149,2.708050201,0.693147181,2.708050201,2.302585093,0.0,0.693147181,1.098612289,1.098612289,0.0,0.0,0.0,0.693147181,1.029597194,1.609437912,0.0,0.0,11.0,10.0,0.073668334,13.0,4.0,0.352226721,-0.708834988337291,6.0,3.0,0,0.0,0.209150327,0,96.0,-1.1273227804542325,1.0563669072784947,14.0,14.0,1.3658536585365817,1.0,1,0.0,0.0,0.0,0.7333333333333333,3.021481824429113,4.0,0.03267721631377421,0.0,0,0.0,0,1.799937774,0,12.0,11.0,0.4,0.0,0.0,0,-0.532969034658472,7.25,-1.1275052744493874,1.0,0,-1.6034195725237825,1.0,0,0,0.0,0,3.25,2.695016033441266,-0.18218387988634593,0.1025,0.30000000000000004,0.0,0.0,0.705355003045822
EHD0584,1.4,2.0,0.4,0.4,1.0,113.0,0.445086705,0.668269231,0.0,0.4,3.0,3.666666667,6.0,0.0,0.0,2.0,3.0,0.0,0.727272727,0.2,8.583333333,1.8,9.0,7.333333333,0.0,0.0,10.69323566,17.95691782,2.859767246,5.0,1.0,24.0,1.5,2.5,0,4,10,4,1,0,0.875468737,1.791759469,0.0,0.693147181,1.098612289,0.0,2.48490665,1.386294361,1.540445041,1.945910149,0.0,0.0,1.098612289,1.386294361,0.0,1.029619417,2.302585093,0.0,1.350606883,1.791759469,0.693147181,3.218875825,5.0,7.272727273,0.29743775,6.0,54.0,0.445086705,0.23557427692941288,0.0,0.0,0,0.0,0.668269231,0,113.0,-1.080523055746731,-0.49061157124462623,11.0,3.666666667,1.0731707317073162,0.727272727,1,0.0,0.0,0.0,0.6666666666666666,2.3448306835438055,5.0,0.04084652039221778,1.0,1,24.0,1,2.859767246,1,5.0,5.0,2.8,1.8,9.0,1,-0.12903460839099853,7.333333333,-1.1230221521040606,0.0,0,-0.27008623919044894,1.0,0,0,0.0,0,1.4,1.160929983636238,-0.23318742153370883,0.008146212098775344,0.0,0.0,0.0,1.1753231433432505
EIS0041,3.823699422,57.0,0.164739884,0.4,9.583090379,562.0,0.618445519,0.608153331,0.0,0.8,315.0,11.66984127,2379.0,21.0,194.0,712.0,182.0,188.0,0.480141458,0.8,107.5,6.25,75.0,44.08333333,0.0,0.8,11.36998629,13.3863839,6.898924802,741.0,0.0,1045.0,1.5,4.3,0,2,1,0,1,1,1.573541149,5.903425369,1.098612289,1.773255998,4.060443011,0.0,8.209852481,5.755742214,2.539224466,7.774855767,3.091042453,5.272999559,6.56948142,5.209486153,5.241747015,1.981001469,4.33073334,0.0,2.066726649,6.609349243,0.0,6.952728645,741.0,443.8014146,3.604293271,374.18,2831.0,0.618445519,1.998676779265049,0.0,0.0,1,0.501977487,0.608153331,0,562.0,0.15554026152787337,1.4171259462420125,3676.0,11.66984127,358.6341463414628,0.480141458,1,0.005711177590426979,0.05112863747620343,13.186837095458253,0.8406309491433234,3.132841790915997,741.0,6.053454322126674,0.0,0,1045.0,1,6.898924802,1,365.29,741.0,3.2,6.25,75.0,1,0.8695810565480334,44.08333333,0.8540348099319175,0.0,0,0.5537088822234874,4.89,1,2,0.6092348878883671,0,3.823699422,3.170748076723109,0.09458371309536373,0.12852382960217199,0.0,0.056839815066630404,1.0,2.733082760833669
EMW0772,1.171171171,18.0,0.162162162,0.0,2.918128655,241.0,0.488298545,0.240480962,0.0,0.2,66.0,2.742424242,114.0,1.0,9.0,41.0,7.0,9.0,0.0,0.2,27.0,0.0,0.0,18.0,0.0,0.0,8.638955063,16.41058941,1.021490694,0.0,0.0,15.0,0.6,1.0,0,9,1,3,0,0,0.775266732,0.0,0.0,0.693147181,2.944438979,0.0,5.204006687,4.204692619,1.319733595,4.744932128,0.693147181,2.302585093,3.737669618,2.079441542,2.302585093,0.0,0.0,0.0,0.703835207,0.0,0.0,2.772588722,0.0,21.0,0.342665646,1.0,30.0,0.488298545,0.6750494987345589,0.0,0.0,0,0.0,0.240480962,0,241.0,-0.7281486579490709,-0.20274944736981537,181.0,2.742424242,17.658536585365823,0.0,0,0.005494505494505495,0.04945054945054945,12.747252747252746,0.8516483516483516,1.0426582280762484,0.0,0.0,0.0,0,15.0,1,1.021490694,0,0.0,0.0,1.0,0.0,0.0,0,-0.532969034658472,18.0,-0.5491824895889321,0.0,0,-1.6034195725237825,1.0,0,0,0.0,0,1.171171171,0.9711769488459024,-0.23949611380939467,0.009530095277259575,0.0,0.0,0.0,-0.13479217869734528
ESH0283,1.275229358,26.0,0.23853211,0.0,8.812138728,478.0,0.406844106,0.491636602,0.0,0.2,109.0,24.27522936,1695.0,13.0,138.0,525.0,131.0,144.0,0.0,0.8,88.33333333,4.5,54.0,29.5,0.0,0.8,9.855879994,18.09963619,2.156331573,0.0,0.0,35.0,0.9,2.7,0,11,1,4,0,0,0.822080864,0.0,0.693147181,0.693147181,3.295836866,0.0,7.881182202,4.700480366,3.229824839,7.436027816,2.63905733,4.934473933,6.265301213,4.882801923,4.976733742,1.704748092,4.007333185,0.0,1.149410459,0.0,0.0,3.583518938,0.0,327.0,1.762599178,3.0,70.0,0.406844106,-0.1533625209003091,0.0,0.0,0,0.439816333,0.491636602,0,478.0,-0.07570543702684102,-0.047939910446148565,2646.0,24.27522936,258.1463414634142,0.0,0,0.004911220249338874,0.05440120891575368,13.760483566301474,0.8386853041178692,1.7442317805146184,0.0,0.0,0.0,0,35.0,1,2.156331573,0,0.0,0.0,1.0,4.5,54.0,1,0.4768670310102119,29.5,0.06948839654085731,0.0,0,-0.1046247388104312,1.0,0,1,0.30461744394418355,0,1.275229358,1.0574657126538503,-0.23662728349890624,0.02125756843461719,0.0,0.05931242916509256,0.0,0.4205282009705656
ESJ0670,1.258503401,34.0,0.231292517,0.0,9.811563169,740.0,0.470031966,0.198821475,0.0,0.2,147.0,22.46938776,2128.0,19.0,175.0,641.0,177.0,163.0,0.0,0.8,91.23529412,5.066666667,76.0,34.05882353,0.0,0.8,8.337733009,15.7368274,1.363943827,0.0,129.0,44.0,0.9,2.7,0,11,1,6,0,0,0.814702382,0.0,1.609437912,0.693147181,3.555348061,0.0,8.102889135,4.997212274,3.155696923,7.663407665,2.995732274,5.170483995,6.464588304,5.18178355,5.099866428,1.802809305,4.343805422,0.0,0.860331338,0.0,4.86753445,3.80666249,0.0,383.0,0.916914606,9.0,217.0,0.470031966,0.48927382110439527,0.0,0.0,0,0.443692711,0.198821475,0,740.0,0.6455609084652443,0.44980502870839306,3303.0,22.46938776,322.2439024390238,0.0,0,0.0057506053268765135,0.04933414043583535,12.779661016949152,0.8380750605326877,1.9459435839108614,0.0,0.0,129.0,1,44.0,1,1.363943827,0,0.0,0.0,1.8,5.066666667,76.0,1,0.6040315726877378,34.05882353,0.31474156115080804,0.0,0,0.1038366715754663,1.0,0,4,1.2184697757767342,0,1.258503401,1.0435959519493425,-0.19567566796466285,0.042780819387166734,0.0,0.05508474576271186,0.0,1.0854730482241397
ESR0693,1.692307692,19.0,0.162393162,0.0,8.727810651,276.0,0.263157895,0.76,16.0,0.4,108.0,4.712962963,339.0,3.0,15.0,101.0,31.0,20.0,0.0,0.6,89.25,7.4,74.0,23.75,2.0,1.0,9.614243345,18.47216435,1.966717119,0.0,0.0,23.0,0.6,2.6,0,15,1,0,0,0,0.990398704,0.0,1.791759469,0.693147181,2.995732274,2.833213344,6.234410726,4.691347882,1.742737797,5.828945618,1.386294361,2.772588722,4.624972813,3.465735903,3.044522438,2.128231706,4.317488114,1.098612289,1.087455994,0.0,0.0,3.17805383,232.0,49.0,1.74556213,11.0,46.0,0.263157895,-1.6146872284241287,16.0,0.01695627363290173,0,0.0,0.76,0,276.0,-0.6317962835512733,-0.6378884664617769,509.0,4.712962963,49.65853658536577,0.0,0,0.0058823529411764705,0.0392156862745098,10.462745098039216,0.8627450980392156,1.0610102115781739,0.0,0.0,0.0,0,23.0,1,1.966717119,0,0.0,232.0,1.0,7.4,74.0,1,1.1276502733300307,23.75,-0.23984704652403738,2.0,1,1.177855583765769,1.0,0,5,1.5230872197209178,0,1.692307692,1.4033219579864566,-0.16848503618754923,0.000610314740687783,0.004239068408225432,0.045098039215686274,0.0,0.30713547636049765
FEB0306,1.569565217,22.0,0.095652174,0.0,1.0,139.0,0.388990826,0.623100304,0.0,0.6,222.0,5.211711712,759.0,9.0,55.0,224.0,60.0,50.0,0.0,0.6,9.333333333,1.0,1.0,7.666666667,0.0,0.0,11.18516667,17.13398923,2.515184401,0.0,0.0,72.0,0.9,2.1,0,14,1,0,0,0,0.943736708,0.0,1.386294361,0.693147181,3.135494216,0.0,7.054449658,5.407171771,1.826436496,6.633318433,2.302585093,4.025351691,5.416100402,4.110873864,3.931825633,0.693147181,0.693147181,0.0,1.257091985,0.0,0.0,4.290459441,0.0,127.0,0.242380302,7.0,144.0,0.388990826,-0.33493484431790427,0.0,0.0,1,0.507598784,0.623100304,0,139.0,-1.0089470061940813,0.03275648919248987,1157.0,5.211711712,112.87804878048762,0.0,0,0.007772020725388601,0.04317789291882556,11.820379965457686,0.8488773747841105,1.2637580597798206,0.0,0.0,0.0,0,72.0,1,2.515184401,0,0.0,0.0,1.0,1.0,1.0,1,-0.3085610200654312,7.666666667,-1.105089662615158,0.0,0,-0.27008623919044894,1.0,0,3,0.9138523318325507,0,1.569565217,1.3015395154912988,-0.2023307270336232,0.017409182486782773,0.0,0.05094991364421416,0.0,0.30798647493741205
FFC0891,2.284153005,14.0,0.076502732,0.2,2.917525773,194.0,0.510775862,0.717314488,0.0,0.6,173.0,5.554913295,612.0,7.0,48.0,191.0,49.0,54.0,0.012486993,0.6,27.0,1.4,7.0,15.83333333,7.0,0.2,11.57370342,16.0001484,3.263564687,22.0,2.0,69.0,1.8,3.4,0,15,1,0,0,1,1.189108782,1.609437912,1.386294361,0.693147181,2.708050201,0.0,6.869014451,5.159055299,1.88021489,6.418364936,2.079441542,3.891820298,5.257495372,3.912023005,4.007333185,0.875468737,2.079441542,2.079441542,1.450105591,3.135494216,1.098612289,4.248495242,1233.0,129.1248699,1.068943299,11.0,162.0,0.510775862,0.9036494350982873,0.0,0.0,0,0.0,0.717314488,0,194.0,-0.8575361321403993,-0.05301344421356451,961.0,5.554913295,93.75609756097546,0.012486993,1,0.007276507276507277,0.056133056133056136,14.711018711018712,0.8347193347193348,1.2359687665649501,22.0,0.17972468972575822,2.0,1,69.0,1,3.263564687,1,4.0,1233.0,2.8,1.4,7.0,1,-0.2187978142282149,15.83333333,-0.6657436712129998,7.0,1,0.7299137608095511,1.0,0,3,0.9138523318325507,0,2.284153005,1.8941012219409379,-0.18262991189526923,0.014939759037296782,0.0,0.06340956340956341,0.0,1.2525971326502932
