user,avg_daily_device_connections,above_avg_daily_counter,ratio_of_above_avg_days,risk_score_1,emails_sent_per_day,unique_recipients_count,external_emails_ratio,attachment_count_avg,emails_sent_off_hours,risk_score_2,active_days,avg_files_copied_per_day,filetype_doc,filetype_exe,filetype_jpg,filetype_pdf,filetype_txt,filetype_zip,after_hours_file_copy_ratio,risk_score_3,avg_urls_per_day,avg_malicious_urls_per_day,total_malicious_urls,avg_distinct_domains_per_day,avg_after_hours_browsing_per_day,risk_score_4,avg_logon_time_hours,avg_logoff_time_hours,logon_std_dev_hours,after_hours_logons,weekend_logons,logons_on_other_user_pcs,risk_score_5,total_risk_score,never_used_device,onboarding_hour,onboarding_month,onboarding_weekday,odd_onboarding,label,avg_daily_device_connections_log,late_hour_device_use_log,missing_disconnects_log,distinct_pcs_used_log,above_avg_daily_counter_log,emails_sent_off_hours_log,total_files_copied_log,active_days_log,avg_files_copied_per_day_log,filetype_doc_log,filetype_exe_log,filetype_jpg_log,filetype_pdf_log,filetype_txt_log,filetype_zip_log,avg_malicious_urls_per_day_log,total_malicious_urls_log,avg_after_hours_browsing_per_day_log,logon_std_dev_hours_log,after_hours_logons_log,weekend_logons_log,logons_on_other_user_pcs_log,after_hours_intensity,file_risk_composite,email_exfil_score,device_anomaly_score,logon_suspicion,ext_email_ratio,ext_email_ratio_zscore,off_hours_email_count,off_hours_email_ratio,bcc_abuse_flag,bcc_usage_rate,attachment_density,high_attachment_flag,unique_recipient_count,recipient_spread_zscore,email_exfil_composite,total_files_copied,avg_files_per_day,files_copy_volume_zscore,after_hours_file_ratio,after_hours_file_spike,exe_file_ratio,zip_file_ratio,risky_filetype_score,sensitive_doc_ratio,file_staging_composite,after_hours_logon_count,after_hours_logon_zscore,weekend_logon_count,weekend_logon_flag,other_pc_logon_count,other_pc_logon_flag,logon_time_std,logon_erratic_flag,late_hour_device_use,off_hours_intensity,temporal_anomaly_composite,malicious_url_avg,malicious_url_total,malicious_url_flag,malicious_url_zscore,distinct_domain_avg,domain_spread_zscore,after_hours_browsing_avg,after_hours_browse_flag,network_anomaly_composite,distinct_pcs_used,multi_pc_flag,missing_disconnects,missing_disc_zscore,never_used_device_flag,avg_device_connections,device_conn_zscore,device_anomaly_composite,email_file_exfil_chain,dual_off_hours_signal,network_file_chain,lateral_movement_score,exfil_chain_score,iforest_prediction,iforest_raw_score,iforest_anomaly_score,is_anomaly,score_tier_critical,score_tier_high,score_tier_medium,score_tier_low,base_risk_score,anomaly_model_score,final_risk_score,risk_tier,risk_indicators
FFC0891,2.284153005,14.0,0.076502732,0.2,2.917525773,194.0,0.510775862,0.717314488,0.0,0.6,173.0,5.554913295,612.0,7.0,48.0,191.0,49.0,54.0,0.012486993,0.6,27.0,1.4,7.0,15.83333333,7.0,0.2,11.57370342,16.0001484,3.263564687,22.0,2.0,69.0,1.8,3.4,0,15,1,0,0,1,1.189108782,1.609437912,1.386294361,0.693147181,2.708050201,0.0,6.869014451,5.159055299,1.88021489,6.418364936,2.079441542,3.891820298,5.257495372,3.912023005,4.007333185,0.875468737,2.079441542,2.079441542,1.450105591,3.135494216,1.098612289,4.248495242,1233.0,129.1248699,1.068943299,11.0,162.0,0.510775862,0.9036494350982872,0.0,0.0,0,0.0,0.717314488,0,194.0,-0.8575361321403993,-0.0530134442135645,961.0,5.554913295,93.75609756097546,0.012486993,1,0.0072765072765072,0.0561330561330561,14.711018711018712,0.8347193347193348,1.23596876656495,22.0,0.1797246897257582,2.0,1,69.0,1,3.263564687,1,4.0,1233.0,2.8,1.4,7.0,1,-0.2187978142282149,15.83333333,-0.6657436712129998,7.0,1,0.7299137608095511,1.0,0,3,0.9138523318325508,0,2.284153005,1.8941012219409377,-0.1826299118952692,0.0149397590372967,0.0,0.0634095634095634,0.0,1.2525971326502932,1,0.0605522228733815,50.859186343025385,0,0.4420515771439417,0.20423873419863725,0.33101904900255597,0.43350053969688374,53.57546896678138,49.140813656974615,52.24507237383934,High,[CRITICAL] Any malicious URL access | [CRITICAL] After-hours file copy anomaly | [CRITICAL] Email + file exfiltration combo | [CRITICAL] Multi-pillar exfiltration chain | [HIGH] External email ratio spike | [HIGH] EXE + ZIP file copy ratio | [HIGH] After-hours file copy ratio | [HIGH] Logons on other users PCs | [HIGH] Malicious URL + risky file types
FKK0055,1.202797203,27.0,0.188811189,0.0,8.723542117,645.0,0.495716218,0.810844268,0.0,0.6,127.0,4.732283465,377.0,3.0,27.0,132.0,26.0,36.0,0.0,0.6,95.17647059,5.571428571,78.0,34.70588235,0.0,0.8,10.58036702,17.31169905,2.431188089,0.0,213.0,25.0,1.2,3.2,0,9,1,4,0,0,0.789728009,0.0,0.0,0.693147181,3.33220451,0.0,6.400257445,4.852030264,1.746113962,5.934894196,1.386294361,3.33220451,4.890349128,3.295836866,3.610917913,1.882731247,4.369447852,0.0,1.232906583,0.0,5.365976015,3.258096538,0.0,81.0,3.506416015,1.0,263.0,0.495716218,0.750489088600509,0.0,0.0,1,0.502352067,0.810844268,1,645.0,0.3840330350997935,1.336885841545309,601.0,4.732283465,58.634146341463314,0.0,0,0.0049833887043189,0.0598006644518272,15.029900332225916,0.845514950166113,1.107663463479997,0.0,0.0,213.0,1,25.0,1,2.431188089,0,0.0,0.0,1.8,5.571428571,78.0,1,0.7173041894065809,34.70588235,0.3495516875462428,0.0,0,0.1910545391639819,1.0,0,0,0.0,0,1.202797203,0.9974023837117876,-0.238624200490339,0.0436921059214751,0.0,0.0647840531561461,0.0,1.1528610171443805,1,0.0838228197292533,44.40453098919787,0,0.4859022764712915,0.1935213792359709,0.34756375333906225,0.2823741754645521,55.50973866378642,55.59546901080212,55.53545776789113,High,[CRITICAL] Any malicious URL access | [CRITICAL] BCC usage rate anomaly (data hiding) | [CRITICAL] Email + file exfiltration combo | [CRITICAL] Multi-pillar exfiltration chain | [HIGH] External email ratio spike | [HIGH] EXE + ZIP file copy ratio | [HIGH] Logons on other users PCs | [HIGH] Malicious URL + risky file types
FMG0527,3.0,0.0,0.0,0.2,2.936802974,223.0,0.329762816,0.763291139,0.0,0.4,2.0,11.5,15.0,0.0,3.0,4.0,1.0,0.0,1.0,0.4,27.58333333,1.666666667,10.0,16.16666667,0.0,0.0,9.144422141,16.9743309,1.508719065,3.0,0.0,0.0,0.6,1.6,0,21,12,3,1,0,1.386294361,2.564949357,0.0,0.693147181,0.0,0.0,3.17805383,1.098612289,2.525728644,2.772588722,0.0,1.386294361,1.609437912,0.693147181,0.0,0.980829253,2.397895273,0.0,0.91977229,1.386294361,0.0,0.0,3.0,10.0,0.739208096,13.0,3.0,0.329762816,-0.9372985213061424,0.0,0.0,0,0.0,0.763291139,1,223.0,-0.7777013076393668,0.0222794125127214,23.0,11.5,2.243902439024385,1.0,1,0.0,0.0,0.0,0.7916666666666666,3.085964668243149,3.0,0.0245079122353306,0.0,0,0.0,0,1.508719065,0,12.0,3.0,0.4,1.666666667,10.0,1,-0.1589556769286012,16.16666667,-0.6478111814013127,0.0,0,-0.2700862391904489,1.0,0,0,0.0,0,3.0,2.487707107791938,-0.1890762503792328,0.0418749999999999,0.0,0.0,0.0,0.5891940579836645,1,0.0444048565314085,55.33804372923513,0,0.43602770139873026,0.13953488372093023,0.16334139206270576,0.23214200066611707,43.92230518140983,44.66195627076487,44.14420050821634,Low,[CRITICAL] Any malicious URL access | [CRITICAL] After-hours file copy anomaly | [CRITICAL] Email + file exfiltration combo | [CRITICAL] Multi-pillar exfiltration chain | [HIGH] After-hours file copy ratio
FOB0756,1.183206107,22.0,0.167938931,0.0,2.957142857,302.0,0.537882589,0.526570048,0.0,0.6,54.0,3.055555556,101.0,1.0,10.0,37.0,9.0,7.0,0.0,0.2,28.0,0.0,0.0,19.73333333,0.0,0.0,10.78449165,15.61023026,2.480536978,0.0,159.0,142.0,1.2,2.0,0,9,1,2,0,0,0.780794488,0.0,0.693147181,0.693147181,3.135494216,0.0,5.111987788,4.007333185,1.400087683,4.624972813,0.693147181,2.397895273,3.63758616,2.302585093,2.079441542,0.0,0.0,0.0,1.247186586,0.0,5.075173815,4.96284463,0.0,17.0,0.837560032,3.0,443.0,0.537882589,1.1793316291621487,0.0,0.0,0,0.495974235,0.526570048,0,302.0,-0.5602202339986235,0.8114030703680045,165.0,3.055555556,16.09756097560973,0.0,0,0.0060240963855421,0.0421686746987951,11.180722891566264,0.8313253012048193,1.0077525332727133,0.0,0.0,159.0,1,142.0,1,2.480536978,0,0.0,0.0,1.8,0.0,0.0,0,-0.532969034658472,19.73333333,-0.4559335446124626,0.0,0,-1.6034195725237823,1.0,0,1,0.3046174439441835,0,1.183206107,0.981156747455576,-0.2391643168583139,0.0293276706973791,0.0,0.0,0.0,0.5791318599732729,1,0.0530696329308894,52.93466122370584,0,0.06768837613269876,0.20151646699448272,0.2173761229704374,0.14875033976173882,18.43576036678876,47.06533877629416,27.024633889640377,Low,[CRITICAL] Email + file exfiltration combo | [HIGH] External email ratio spike | [HIGH] EXE + ZIP file copy ratio | [HIGH] Logons on other users PCs
FSC0601,2.224561404,21.0,0.073684211,0.0,13.66013072,662.0,0.443790465,0.204066986,0.0,0.2,204.0,3.200980392,413.0,3.0,32.0,121.0,41.0,43.0,0.0,0.6,150.5833333,16.62791667,187.0,33.25,0.0,1.0,8.165317215,16.72250086,1.044000774,0.0,0.0,18.0,0.6,2.4,0,11,1,0,0,0,1.170796942,0.0,1.791759469,0.693147181,3.091042453,0.0,6.483107351,5.323009979,1.435317925,6.025865974,1.386294361,3.496507561,4.804021045,3.737669618,3.784189634,2.86948382,5.236441963,0.0,0.714909051,0.0,0.0,2.944438979,0.0,95.0,1.237102179,11.0,36.0,0.443790465,0.2223911918880745,0.0,0.0,0,0.478229665,0.204066986,0,662.0,0.4308327598072952,0.2780383070920613,653.0,3.200980392,63.70731707317062,0.0,0,0.0045871559633027,0.0657492354740061,16.31804281345566,0.8165137614678899,1.1024692898774378,0.0,0.0,0.0,0,18.0,1,1.044000774,0,0.0,0.0,1.0,16.62791667,187.0,1,3.198468732074756,33.25,0.2712289028875277,0.0,0,1.6506745591575331,1.0,0,5,1.5230872197209178,0,2.224561404,1.8446857388168043,-0.153811077070276,0.020509984827424,0.0,0.0703363914373088,0.0,0.7663020357361946,1,0.0769914661382303,46.29936992707664,0,0.42088977226144475,0.16295375572720894,0.14475808011946084,0.14910201793455297,42.58464836325535,53.70063007292336,45.91944287615575,Medium,[CRITICAL] Any malicious URL access | [CRITICAL] Malicious URL spike vs population | [CRITICAL] Email + file exfiltration combo | [CRITICAL] Multi-pillar exfiltration chain | [HIGH] EXE + ZIP file copy ratio | [HIGH] Logons on other users PCs | [HIGH] Malicious URL + risky file types
FTM0406,4.5,0.0,0.0,0.2,8.754098361,384.0,0.47766323,0.0,0.0,0.2,2.0,16.5,22.0,0.0,1.0,9.0,0.0,1.0,1.0,0.6,89.75,5.555555556,50.0,32.08333333,0.0,0.4,7.971192548,17.79149487,1.061783714,3.0,0.0,0.0,0.6,2.0,0,20,11,0,0,0,1.704748092,2.890371758,0.0,0.693147181,0.0,0.0,3.526360525,1.098612289,2.862200881,3.135494216,0.0,0.693147181,2.302585093,0.0,0.693147181,1.880312867,3.931825633,0.0,0.723571489,1.386294361,0.0,0.0,3.0,12.0,0.0,18.0,3.0,0.47766323,0.5668856848679752,0.0,0.0,0,0.0,0.0,0,384.0,-0.3344803854094975,-0.2735981861408937,33.0,16.5,3.219512195121949,1.0,1,0.0,0.0294117647058823,6.823529411764706,0.911764705882353,3.272910728040144,3.0,0.0245079122353306,0.0,0,0.0,0,1.061783714,0,17.0,3.0,0.4,5.555555556,50.0,1,0.7137421576248253,32.08333333,0.2084651896225722,0.0,0,0.1132505355548927,1.0,0,0,0.0,0,4.5,3.731560661687907,-0.1477220274219115,0.0253508346206738,0.0,0.0294117647058823,0.0,0.6427658960070154,1,0.0570675067683214,51.82575551198163,0,0.4545654846139628,0.1887996931086684,0.11201350606152641,0.05785933826203779,44.76888861292962,48.17424448801837,45.790495375456246,Medium,[CRITICAL] Any malicious URL access | [CRITICAL] After-hours file copy anomaly | [CRITICAL] Email + file exfiltration combo | [CRITICAL] Multi-pillar exfiltration chain | [HIGH] External email ratio spike | [HIGH] EXE + ZIP file copy ratio | [HIGH] After-hours file copy ratio | [HIGH] Malicious URL + risky file types
GCL0016,1.264150943,24.0,0.226415094,0.0,10.63402062,682.0,0.421146421,0.50484731,0.0,0.4,62.0,3.209677419,128.0,1.0,18.0,31.0,7.0,14.0,0.0,0.2,107.7692308,4.222222222,38.0,31.46153846,0.0,0.4,10.10211946,17.79472154,2.46535256,0.0,77.0,18.0,1.2,2.2,0,13,1,3,0,0,0.817199829,0.0,0.693147181,0.693147181,3.218875825,0.0,5.298317367,4.143134726,1.437386022,4.859812404,0.693147181,2.944438979,3.465735903,2.079441542,2.708050201,1.652923024,3.663561646,0.0,1.242814376,0.0,4.356708827,2.944438979,0.0,31.0,2.260948441,3.0,113.0,0.421146421,-0.0079043997707279,0.0,0.0,0,0.0,0.50484731,0,682.0,0.4858912594631795,-0.5207542249702528,199.0,3.209677419,19.41463414634143,0.0,0,0.005,0.07,17.400000000000002,0.795,1.016986565295653,0.0,0.0,77.0,1,18.0,1,2.46535256,0,0.0,0.0,1.8,4.222222222,38.0,1,0.4145314713511654,31.46153846,0.1750141997778888,0.0,0,-0.0857694006637906,1.0,0,1,0.3046174439441835,0,1.264150943,1.0482790954076604,-0.236932709661522,0.0029297435151329,0.0,0.075,0.0,0.3787804410375356,1,0.1212610803537052,34.02013600035023,0,0.24147883591923666,0.15116279069767444,0.2346016251350464,0.2218164486159248,30.858369148870985,65.97986399964978,41.39481760410462,Low,[CRITICAL] Any malicious URL access | [CRITICAL] Email + file exfiltration combo | [HIGH] EXE + ZIP file copy ratio | [HIGH] Logons on other users PCs | [HIGH] Malicious URL + risky file types
GCS0571,1.179487179,21.0,0.179487179,0.0,1.0,128.0,0.272559853,0.195783133,0.0,0.2,107.0,5.271028037,364.0,8.0,32.0,108.0,23.0,29.0,0.0,0.6,9.5,1.0,4.0,6.833333333,0.0,0.0,10.58352058,18.33033271,2.477182458,0.0,0.0,13.0,0.9,1.7,0,18,1,1,0,0,0.77908961,0.0,0.693147181,0.693147181,3.091042453,0.0,6.336825731,4.682131227,1.835940303,5.899897354,2.197224577,3.496507561,4.691347882,3.17805383,3.401197382,0.693147181,1.609437912,0.0,1.246222327,0.0,0.0,2.63905733,0.0,82.0,0.053362622,3.0,26.0,0.272559853,-1.5190669637593357,0.0,0.0,0,0.490963855,0.195783133,0,128.0,-1.0392291810048175,0.0098205264522011,564.0,5.271028037,55.024390243902346,0.0,0,0.0141592920353982,0.0513274336283185,15.1929203539823,0.8353982300884957,1.085938459946181,0.0,0.0,0.0,0,13.0,1,2.477182458,0,0.0,0.0,1.0,1.0,4.0,1,-0.3085610200654312,6.833333333,-1.1499208862836168,0.0,0,-0.2700862391904489,1.0,0,1,0.3046174439441835,0,1.179487179,0.9780728795825876,-0.2392668457767634,0.0144693359790345,0.0,0.0654867256637168,0.0,0.2157233991469682,1,0.1067510104239199,38.04485015516004,0,0.22548016512062505,0.14673801193661248,0.09347527563045932,0.06481562212514107,24.353935402288478,61.955149844839966,35.63429973505392,Low,[CRITICAL] Any malicious URL access | [CRITICAL] Email + file exfiltration combo | [HIGH] EXE + ZIP file copy ratio | [HIGH] Logons on other users PCs | [HIGH] Malicious URL + risky file types
GHH0288,2.244514107,23.0,0.072100313,0.0,1.0,129.0,0.34521576,0.654761905,0.0,0.4,299.0,5.227424749,1004.0,7.0,85.0,303.0,80.0,84.0,0.0,0.6,9.333333333,2.0,10.0,5.833333333,0.0,0.0,9.575636689,17.29400234,2.376251706,9.0,2.0,47.0,1.8,2.8,0,9,1,0,0,0,1.176965603,0.0,1.609437912,0.693147181,3.17805383,0.0,7.355001921,5.703782475,1.828962884,6.91274282,2.079441542,4.454347296,5.717027701,4.394449155,4.442651256,1.098612289,2.397895273,0.0,1.216766131,2.302585093,1.098612289,3.871201011,9.0,189.0,0.226034128,9.0,105.0,0.34521576,-0.7801382154283439,0.0,0.0,0,0.494047619,0.654761905,0,129.0,-1.0364762560220235,0.0140723688378129,1563.0,5.227424749,152.4878048780485,0.0,0,0.0044757033248081,0.0537084398976982,13.498721227621484,0.8356777493606138,1.3923750653784386,9.0,0.073523736705992,2.0,1,47.0,1,2.376251706,0,0.0,9.0,1.8,2.0,10.0,1,-0.0841530054723903,5.833333333,-1.2037183546427288,0.0,0,-0.2700862391904489,1.0,0,4,1.2184697757767342,0,2.244514107,1.861231232507725,-0.168491863581843,0.0186689079444266,0.0,0.0581841432225063,0.0,0.7117786954063395,1,0.102243653242785,39.29507323027144,0,0.25874136082873683,0.14334146196395645,0.25625296408235687,0.19490544503599946,32.138639620082884,60.70492676972856,40.708525764976585,Low,[CRITICAL] Any malicious URL access | [CRITICAL] Email + file exfiltration combo | [CRITICAL] Multi-pillar exfiltration chain | [HIGH] EXE + ZIP file copy ratio | [HIGH] Logons on other users PCs | [HIGH] Malicious URL + risky file types
GHL0460,3.666666667,0.0,0.0,0.2,1.0,105.0,0.390670554,0.516129032,0.0,0.4,2.0,20.5,27.0,0.0,1.0,7.0,4.0,2.0,1.0,0.8,9.5,0.0,0.0,8.083333333,0.0,0.0,7.994409722,17.895983,1.056930583,2.0,0.0,0.0,0.6,2.0,0,2,11,2,1,0,1.540445041,2.397895273,0.0,0.693147181,0.0,0.0,3.737669618,1.098612289,3.068052935,3.33220451,0.0,0.693147181,2.079441542,1.609437912,1.098612289,0.0,0.0,0.0,0.721214864,1.098612289,0.0,0.0,2.0,14.0,0.201636415,11.0,2.0,0.390670554,-0.3178515903909178,0.0,0.0,0,0.0,0.516129032,0,105.0,-1.1025464556090847,-0.6671122506644607,41.0,20.5,3.999999999999993,1.0,1,0.0,0.0476190476190476,11.047619047619047,0.8095238095238095,3.193436074599876,2.0,0.0163386081568871,0.0,0,0.0,0,1.056930583,0,10.0,2.0,0.4,0.0,0.0,0,-0.532969034658472,8.083333333,-1.0826740508347266,0.0,0,-1.6034195725237823,1.0,0,0,0.0,0,3.666666667,3.040530909799892,-0.1706965957223446,0.0,0.0,0.0,0.0,0.1201689666501083,1,0.0200089457504285,62.1048317540218,0,0.1637182961762953,0.150609080841639,0.07818916029207998,0.178033937756085,20.360607482088167,37.8951682459782,25.620975711255173,Low,[CRITICAL] After-hours file copy anomaly | [HIGH] EXE + ZIP file copy ratio | [HIGH] After-hours file copy ratio
GKO0078,1.53164557,21.0,0.088607595,0.0,17.39130435,919.0,0.409771394,0.690666667,0.0,0.8,214.0,4.401869159,604.0,6.0,41.0,190.0,47.0,54.0,0.0,0.6,178.0833333,5.888888889,53.0,36.0,0.0,0.8,9.724920848,15.98456483,2.788311258,0.0,0.0,127.0,0.9,3.1,0,12,1,1,0,0,0.928869514,0.0,1.386294361,0.693147181,3.091042453,0.0,6.849066283,5.370638028,1.686745034,6.405228458,1.945910149,3.737669618,5.252273428,3.871201011,4.007333185,1.929909808,3.988984047,0.0,1.331920341,0.0,0.0,4.852030264,0.0,126.0,4.922007699,7.0,254.0,0.409771394,-0.1235912697087941,0.0,0.0,1,0.501666667,0.690666667,0,919.0,1.1383344803854094,0.2893529562966065,942.0,4.401869159,91.90243902439008,0.0,0,0.0063626723223753,0.0572640509013785,14.761399787910925,0.8419936373276776,1.2107251378474384,0.0,0.0,0.0,0,127.0,1,2.788311258,1,0.0,0.0,1.6,5.888888889,53.0,1,0.7885448290810363,36.0,0.4191719408750861,0.0,0,0.2714990195356343,1.0,0,3,0.9138523318325508,0,1.53164557,1.2700951903690116,-0.2033761520579571,0.0227935819886897,0.0,0.0636267232237539,0.0,0.7506168432918875,1,0.0883827286496163,43.13973143514772,0,0.4417577322273619,0.14587289452267624,0.15845612844874066,0.598712505189571,48.01112331424458,56.86026856485228,50.66586688942689,High,[CRITICAL] Any malicious URL access | [CRITICAL] Malicious URL spike vs population | [CRITICAL] BCC usage rate anomaly (data hiding) | [CRITICAL] Email + file exfiltration combo | [CRITICAL] Multi-pillar exfiltration chain | [HIGH] EXE + ZIP file copy ratio | [HIGH] Logons on other users PCs | [HIGH] Malicious URL + risky file types
GNS0178,1.266666667,28.0,0.233333333,0.0,8.616959064,517.0,0.517234176,0.652527995,0.0,0.6,120.0,25.06456166,2008.0,19.0,143.0,594.0,153.0,132.0,0.007871433,0.8,88.83333333,1.0,2.0,26.33333333,0.0,0.0,9.360327909,17.02675995,3.035965704,30.0,2.0,26.0,1.8,3.2,0,11,1,2,0,0,0.818310324,0.693147181,0.693147181,0.693147181,3.36729583,0.0,8.02289687,4.795790546,3.260576601,7.605392365,2.995732274,4.9698133,6.388561406,5.036952602,4.890349128,0.693147181,1.098612289,0.0,1.395245605,3.433987204,1.098612289,3.295836866,30.0,321.0787143,2.908307954,4.0,84.0,0.517234176,0.9693321039602768,0.0,0.0,0,0.497455039,0.652527995,0,517.0,0.0316586373021335,0.7109402162821219,3049.0,25.06456166,297.4634146341458,0.007871433,1,0.0062295081967213,0.0432786885245901,11.485901639344265,0.8531147540983607,1.888442201117548,30.0,0.2450791223533066,2.0,1,26.0,1,3.035965704,1,1.0,30.0,2.80490864072579,1.0,2.0,1,-0.3085610200654312,26.33333333,-0.1008702534423227,0.0,0,-0.2500521931407564,1.0,0,1,0.3046174439441835,0,1.266666667,1.0503652235663414,-0.2368633524540586,0.051223269269542,0.0,0.0495081967213114,0.0,1.494799292208056,1,0.0507879372522012,53.567543969235146,0,0.49873637490390277,0.2012520260542721,0.26915475126876826,0.4090401537992708,56.106364048387334,46.432456030764854,53.204191643100586,High,[CRITICAL] Any malicious URL access | [CRITICAL] After-hours file copy anomaly | [CRITICAL] Email + file exfiltration combo | [CRITICAL] Multi-pillar exfiltration chain | [HIGH] External email ratio spike | [HIGH] EXE + ZIP file copy ratio | [HIGH] After-hours file copy ratio | [HIGH] Logons on other users PCs | [HIGH] Malicious URL + risky file types
GTD0219,4.059322034,27.0,0.228813559,0.4,10.69491525,228.0,0.579452712,0.558637084,0.0,0.6,111.0,11.54054054,830.0,5.0,56.0,254.0,72.0,64.0,0.471506635,0.8,108.0,8.75,105.0,42.33333333,0.0,1.0,11.06728968,13.16793878,7.419121232,257.0,0.0,370.0,1.5,4.3,0,3,1,0,1,1,1.621232489,5.488937726,0.693147181,1.773255998,3.33220451,0.0,7.156176637,4.718498871,2.52896664,6.722629795,1.791759469,4.043051268,5.541263545,4.290459441,4.17438727,2.277267285,4.663439094,0.0,2.130505456,5.552959585,0.0,5.916202063,257.0,147.7150664,3.461984426,247.89,997.0,0.579452712,1.6021101784183769,0.0,0.0,0,0.492868463,0.558637084,0,228.0,-0.7639366827253958,1.0840464646828014,1281.0,11.54054054,124.97560975609736,0.471506635,1,0.0039001560062402,0.0499219968798752,12.486739469578785,0.8455538221528861,2.347469547802892,257.0,2.0995111481599937,0.0,0,370.0,1,7.419121232,1,241.0,257.0,2.449972326919395,8.75,105.0,1,1.430601093030636,42.33333333,0.7598892403034714,0.0,0,0.8427622199359689,4.89,1,1,0.3046174439441835,0,4.059322034,3.3661347589327426,0.0901287093391932,0.0809139346724866,0.0,0.0538221528861154,1.0,2.1086435533171906,-1,-0.0568528036152498,83.42427212422194,1,0.6389950080841764,0.42395203004624316,0.23828249967737852,0.6383069570064772,79.04676448957782,16.575727875778057,60.30545350543789,High,[CRITICAL] Any malicious URL access | [CRITICAL] Malicious URL spike vs population | [CRITICAL] After-hours file copy anomaly | [CRITICAL] Email + file exfiltration combo | [CRITICAL] Multi-pillar exfiltration chain | [HIGH] External email ratio spike | [HIGH] EXE + ZIP file copy ratio | [HIGH] After-hours file copy ratio | [HIGH] Logons on other users PCs | [HIGH] Multi-PC + other-user logon combo | [HIGH] Malicious URL + risky file types
GZC0735,1.47037037,25.0,0.092592593,0.0,14.65413534,872.0,0.294521975,0.599281683,0.0,0.4,122.0,2.491803279,183.0,4.0,18.0,57.0,13.0,29.0,0.0,0.6,146.1428571,7.214285714,101.0,32.42857143,0.0,1.0,10.34961776,16.20613749,2.552874345,0.0,90.0,96.0,1.2,3.2,0,14,1,0,0,0,0.904368087,0.0,1.098612289,0.693147181,3.258096538,0.0,5.720311777,4.812184355,1.250418302,5.214935758,1.609437912,2.944438979,4.060443011,2.63905733,3.401197382,2.105874799,4.624972813,0.0,1.26775695,0.0,4.510859507,4.574710979,0.0,70.0,2.586478694,5.0,282.0,0.294521975,-1.2957066894164315,0.0,0.0,0,0.0,0.599281683,0,872.0,1.0089470061940813,-0.4291953845444636,304.0,2.491803279,29.6585365853658,0.0,0,0.0131147540983606,0.0950819672131147,25.101639344262296,0.7868852459016393,1.06917689508987,0.0,0.0,90.0,1,96.0,1,2.552874345,0,0.0,0.0,1.8,7.214285714,101.0,1,1.0859744991272062,32.42857143,0.2270381253836819,0.0,0,0.3484862417883034,1.0,0,2,0.6092348878883671,0,1.47037037,1.2192836068452209,-0.2202963497768693,0.0050069429053999,0.0,0.1081967213114754,0.0,0.5266662327288396,1,0.1065662376097059,38.09610130449219,0,0.2852993609790359,0.16660312619138393,0.24655455414144412,0.33188088064380006,36.37623364716437,61.903898695507806,44.0345331616674,Low,[CRITICAL] Any malicious URL access | [CRITICAL] Malicious URL spike vs population | [CRITICAL] Email + file exfiltration combo | [HIGH] EXE + ZIP file copy ratio | [HIGH] Logons on other users PCs | [HIGH] Malicious URL + risky file types
HAD0246,1.188888889,31.0,0.172222222,0.0,9.796747967,741.0,0.321090496,0.576970954,41.0,0.4,102.0,3.088235294,204.0,3.0,14.0,57.0,21.0,16.0,0.0,0.6,91.44444444,3.461538462,45.0,27.88888889,0.0,0.4,10.27585642,15.07877287,3.576326499,82.0,233.08,71.0,1.8,3.2,0,9,1,6,0,0,0.783394058,1.098612289,1.609437912,0.693147181,3.465735903,3.737669618,5.755742214,4.634728988,1.408113409,5.323009979,1.386294361,2.708050201,4.060443011,3.091042453,2.833213344,1.495493653,3.828641396,0.0,1.520896602,4.418840608,5.455662937,4.276666119,123.0,41.0,1.81494445,11.0,457.08,0.321090496,-1.025498184999362,41.0,0.0409890029524328,0,0.0,0.576970954,0,741.0,0.6483138334480385,-0.4334131891484258,315.0,3.088235294,30.73170731707312,0.0,0,0.0094936708860759,0.050632911392405,13.949367088607596,0.8259493670886076,1.0237963267400283,82.0,0.6698829344323716,233.08,1,71.0,1,3.576326499,1,2.0,123.0,2.906861555624765,3.461538462,45.0,1,0.2438279390363962,27.88888889,-0.0171853024223816,0.0,0,-0.2051817098901606,1.0,0,4,1.2184697757767342,0,1.188888889,0.9858691131800535,-0.1975949039982049,0.0047094303556399,0.0297873392214542,0.060126582278481,0.0,0.9003351863685347,1,0.0694453366702286,48.39246901142706,0,0.2649639441830535,0.14426613780024997,0.24895231489111858,0.4872793367629747,35.24912848227628,51.60753098857293,40.15664923416527,Low,[CRITICAL] Any malicious URL access | [CRITICAL] Email + file exfiltration combo | [CRITICAL] Multi-pillar exfiltration chain | [HIGH] Off-hours email proportion | [HIGH] EXE + ZIP file copy ratio | [HIGH] Logons on other users PCs | [HIGH] Concurrent off-hours email + file | [HIGH] Malicious URL + risky file types
