user,avg_daily_device_connections,late_hour_device_use,missing_disconnects,distinct_pcs_used,above_avg_daily_counter,ratio_of_above_avg_days,risk_score_1,emails_sent_per_day,unique_recipients_count,external_emails_ratio,attachment_count_avg,emails_sent_off_hours,bcc_usage_rate,risk_score_2,total_files_copied,active_days,avg_files_copied_per_day,filetype_doc,filetype_exe,filetype_jpg,filetype_pdf,filetype_txt,filetype_zip,after_hours_file_copy_ratio,risk_score_3,avg_urls_per_day,avg_malicious_urls_per_day,total_malicious_urls,avg_distinct_domains_per_day,avg_after_hours_browsing_per_day,risk_score_4,avg_logon_time_hours,avg_logoff_time_hours,logon_std_dev_hours,after_hours_logons,weekend_logons,logons_on_other_user_pcs,risk_score_5,total_risk_score,never_used_device,onboarding_hour,onboarding_month,onboarding_weekday,odd_onboarding,label,avg_daily_device_connections_log,late_hour_device_use_log,missing_disconnects_log,distinct_pcs_used_log,above_avg_daily_counter_log,emails_sent_off_hours_log,total_files_copied_log,active_days_log,avg_files_copied_per_day_log,filetype_doc_log,filetype_exe_log,filetype_jpg_log,filetype_pdf_log,filetype_txt_log,filetype_zip_log,avg_malicious_urls_per_day_log,total_malicious_urls_log,avg_after_hours_browsing_per_day_log,logon_std_dev_hours_log,after_hours_logons_log,weekend_logons_log,logons_on_other_user_pcs_log,after_hours_intensity,file_risk_composite,email_exfil_score,device_anomaly_score,logon_suspicion
AJN0607,3.002906976744186,0.0,5.0,1.0,100.0,0.2906976744186046,0.0,14.556521739130435,812.0,0.4563554692242321,0.7401433691756273,0.0,0.0,0.4,820.0,233.0,3.51931330472103,521.0,12.0,41.0,164.0,38.0,44.0,0.0,0.6000000000000001,152.41666666666666,12.181818181818182,134.0,37.41666666666666,0.0,1.0,10.336987594166668,15.9863243175,2.5974612722222226,0.0,0.0,110.0,0.8999999999999999,2.9,0,8,1,0,0,0,1.3870208413552563,0.0,1.791759469228055,0.6931471805599453,4.61512051684126,0.0,6.710523109452428,5.455321115357702,1.508360058568275,6.257667587882639,2.5649493574615367,3.7376696182833684,5.10594547390058,3.6635616461296463,3.8066624897703196,2.578838469622204,4.90527477843843,0.0,1.2802283945295638,0.0,0.0,4.709530201312334,0.0,124.0,4.916734142337596,11.0,220.0
AJR0932,6.333333333333333,18.0,0.0,1.0,0.0,0.0,0.2,8.809278350515465,304.0,0.3781238681637088,0.0,0.0,0.0,0.2,47.0,2.0,23.5,34.0,0.0,2.0,9.0,1.0,1.0,0.8297872340425532,0.6000000000000001,87.66666666666667,2.571428571428572,18.0,34.416666666666664,0.0,0.0,7.316228363888888,16.1169095475,1.5045914708333334,4.0,0.0,0.0,0.6,1.6,0,4,9,4,1,0,1.992430164690206,2.9444389791664403,0.0,0.6931471805599453,0.0,0.0,3.871201010907891,1.0986122886681098,3.1986731175506815,3.5553480614894135,0.0,1.0986122886681098,2.302585092994046,0.6931471805599453,0.6931471805599453,1.2729656758128876,2.9444389791664403,0.0,0.9181256357412674,1.6094379124341003,0.0,0.0,4.0,10.297872340425531,0.0,19.0,4.0
AKR0057,2.23963133640553,0.0,6.0,1.0,19.0,0.0875576036866359,0.1,10.691304347826089,425.0,0.3946255287384921,0.1813745424969499,19.0,0.5046766978446523,0.4,540.0,153.0,3.5294117647058822,357.0,4.0,27.0,95.0,21.0,36.0,0.0,0.6000000000000001,109.08333333333331,8.0,80.0,27.916666666666668,1.0,0.8,10.102637894444443,18.905765889166663,2.641183101111111,0.0,0.0,12.0,0.8999999999999999,2.8,0,11,1,0,0,0,1.1754595382702053,0.0,1.9459101490553132,0.6931471805599453,2.995732273553991,2.995732273553991,6.293419278846481,5.0369526024136295,1.5105920777974677,5.8805329864007,1.6094379124341003,3.332204510175204,4.564348191467836,3.091042453358316,3.6109179126442243,2.1972245773362196,4.394449154672439,0.6931471805599453,1.2923086566163418,0.0,0.0,2.5649493574615367,172.0,84.0,0.7652303731189888,13.0,24.0
AMR0318,1.247787610619469,2.0,1.0,1.0,27.0,0.2389380530973451,0.0,14.375722543352602,736.0,0.2784386617100371,0.2024527543224769,0.0,0.0,0.2,230.0,74.0,3.108108108108108,139.0,4.0,12.0,43.0,16.0,16.0,0.0,0.6000000000000001,154.08333333333334,12.727272727272728,140.0,33.5,33.00666666666666,1.2000000000000002,9.859063095833331,15.217945788333331,2.948387538611111,19.0,2.0,0.0,1.2,3.2,0,8,1,0,0,0,0.809946448306196,1.0986122886681098,0.6931471805599453,0.6931471805599453,3.332204510175204,0.0,5.442417710521793,4.31748811353631,1.4129626082020519,4.941642422609304,1.6094379124341003,2.5649493574615367,3.784189633918261,2.833213344056216,2.833213344056216,2.619384564016554,4.948759890378168,3.526556583826671,1.373307277496214,2.995732273553991,1.0986122886681098,0.0,2461.493333333333,44.0,0.8103691686185185,5.0,21.0
ANM0123,1.5263157894736843,0.0,1.0,1.0,2.0,0.1052631578947368,0.0,10.8,77.0,0.535632183908046,0.6814814814814815,15.0,0.4962962962962963,0.4,47.0,12.0,3.9166666666666665,31.0,0.0,2.0,11.0,1.0,2.0,0.0,0.2,106.33333333333331,5.666666666666667,68.0,31.916666666666668,6.444444444444445,1.0,10.799483333333333,18.420225694444444,3.1642562025000003,0.0,0.0,7.0,0.8999999999999999,2.5,0,10,1,0,0,0,0.9267620317414506,0.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,2.772588722239781,3.871201010907891,2.5649493574615367,1.5926307941177191,3.4657359027997265,0.0,1.0986122886681098,2.4849066497880004,0.6931471805599453,1.0986122886681098,1.8971199848858813,4.23410650459726,2.0074680420547466,1.4265376768378601,0.0,0.0,2.0794415416798357,92.33333333333334,4.0,3.9422528735632185,3.0,14.0
AOK0844,1.4854014598540146,7.0,5.0,1.0,21.0,0.0766423357664233,0.2,1.0,128.0,0.3576051779935275,0.5702702702702702,42.0,0.0,0.4,1321.0,259.0,5.100386100386101,841.0,6.0,57.0,262.0,75.0,80.0,0.0310370931112793,0.6000000000000001,9.666666666666666,1.0,1.0,7.888888888888889,1.3076923076923077,0.2,10.794439603611112,18.744610479722223,3.037838014444444,23.0,209.0,38.0,1.7999999999999998,3.2,0,19,1,5,0,0,0.9104341997614421,2.0794415416798357,1.791759469228055,0.6931471805599453,3.091042453358316,3.7612001156935624,7.186901020411631,5.560681631015528,1.8083520643214748,6.7357800142423265,1.9459101490553132,4.060443010546419,5.572154032177765,4.330733340286331,4.394449154672439,0.6931471805599453,0.6931471805599453,0.8362480242006186,1.3957094037924063,3.1780538303479458,5.3471075307174685,3.6635616461296463,403.6923076923077,178.3103709311128,0.203931601504417,18.0,308.0
ATE0869,1.25,0.0,1.0,1.0,41.0,0.244047619047619,0.0,15.535123966942148,1011.3699999999997,0.4685144663262825,0.6026067296183003,5.0,0.7410559914882299,0.8,522.0,137.0,3.81021897810219,337.0,2.0,28.0,102.0,26.0,27.0,0.0,0.6000000000000001,147.33333333333334,10.88888888888889,196.0,43.44444444444444,0.0,1.0,9.882000430555555,17.292758693611113,2.665097341388889,10.0,233.07999999999993,29.0,1.7999999999999998,4.2,0,13,1,6,0,1,0.8109302162163288,0.0,0.6931471805599453,0.6931471805599453,3.7376696182833684,1.791759469228055,6.259581464064923,4.927253685157205,1.5707426086743823,5.823045895483019,1.0986122886681098,3.367295829986474,4.634728988229636,3.295836866004329,3.332204510175204,2.4756042571256867,5.2832037287379885,0.0,1.2988548947100287,2.3978952727983707,5.455662937271814,3.4011973816621555,15.0,60.0,4.386031088686748,3.0,301.0799999999999
ATP0662,1.5634920634920637,0.0,4.0,1.0,22.0,0.0873015873015873,0.0,13.680965147453083,806.0,0.4660357014496226,0.7483833039388595,72.0,0.4879482657260435,0.6000000000000001,1273.0,236.0,5.3940677966101696,827.0,6.0,64.0,248.0,64.0,64.0,0.0,0.6000000000000001,135.0,3.083333333333333,37.0,38.61538461538461,3.0,0.6000000000000001,11.1884736725,16.652690790833333,3.756051923611112,68.0,48.0,23.0,1.7999999999999998,3.6,0,13,1,0,0,1,0.9413704162711787,0.0,1.6094379124341003,0.6931471805599453,3.1354942159291497,4.290459441148391,7.149916836132109,5.4680601411351315,1.8553706537422388,6.71901315438526,1.9459101490553132,4.174387269895637,5.517452896464707,4.174387269895637,4.174387269895637,1.4069136483226263,3.6375861597263857,1.3862943611198906,1.5594178962649685,4.23410650459726,3.8918202981106265,3.1780538303479458,848.0,146.0,4.771555881598147,9.0,162.0
AVM0947,8.641647398843931,0.0,12.0,1.0,3.0,0.0086705202312138,0.1,1.0,136.0,0.3106457242582897,0.2195845697329377,0.0,0.0,0.2,7701.0,346.0,22.25722543352601,4901.0,57.0,429.01,1520.0,388.0,403.0,0.0,0.8,8.5,1.5714285714285714,11.0,6.333333333333333,0.0,0.0,7.347648148055556,15.712286666666667,0.8368398747222222,0.0,0.0,29.0,0.6,1.7000000000000002,0,7,1,0,0,0,2.266091986018339,0.0,2.5649493574615367,0.6931471805599453,1.3862943611198906,0.0,8.949235314374855,5.849324779946859,3.1466158550884087,8.497398564088058,4.060443010546419,6.063808464231149,7.327123292259293,5.963579343618446,6.0014148779611505,0.9444616088408514,2.4849066497880004,0.0,0.6080466357065969,0.0,0.0,3.4011973816621555,0.0,977.0,0.06821300770063335,25.0,58.0
BAJ0654,1.206896551724138,13.0,1.0,1.0,22.0,0.1896551724137931,0.2,2.9,244.0,0.3378712871287129,0.5243407707910751,223.0,0.0,0.6000000000000001,2919.0,116.0,25.064561659848042,1874.0,16.0,152.0,584.0,146.0,147.0,0.1291538198013018,1.0,27.0,1.5,9.0,14.25,5.727272727272728,0.2,10.272337485555555,20.994141609166665,3.05262439,24.0,0.0,42.0,1.5,3.5,0,16,1,0,0,1,0.7915872533731978,2.6390573296152584,0.6931471805599453,0.6931471805599453,3.1354942159291497,5.4116460518550396,7.979338895262328,4.762173934797756,3.2605766008850288,7.536363938404511,2.833213344056216,5.030437921392435,6.371611847231857,4.990432586778736,4.997212273764115,0.9162907318741551,2.302585092994046,1.9061698204057993,1.3993646687895662,3.2188758248682006,0.0,3.7612001156935624,911.3636363636365,343.29153819801303,0.5137631042516017,16.0,108.0
BAL0044,3.294460641399417,365.28999999999974,2.0,4.889999999997372,80.0,0.2332361516034985,0.4,10.744186046511627,579.0,0.4456539666831601,0.6542207792207793,0.0,0.4951298701298701,0.4,2900.0,288.0,10.069444444444445,1870.0,20.0,132.0,547.0,173.0,158.0,0.576551724137931,0.8,112.16666666666669,9.75,117.0,34.25,0.0,1.0,11.252110883333332,13.105895576944445,6.797128906944445,741.0,2.0,1048.03,1.7999999999999998,4.4,0,5,1,0,1,1,1.4573259692966904,5.9034253693848155,1.0986122886681098,1.773255997663049,4.394449154672439,0.0,7.972810784121404,5.666426688112432,2.40418855977416,7.534228326274089,3.044522437723423,4.890349128221754,6.306275286948016,5.159055299214529,5.0689042022202315,2.3749057545736716,4.770684624465665,0.0,2.0537555770809393,6.60934924316738,1.0986122886681098,6.955621206652759,741.0,381.7655172413793,3.1325328239531425,374.1799999999971,2839.06
BBG0325,1.5081967213114753,0.0,7.0,1.0,22.0,0.0901639344262295,0.1,14.54335260115607,806.0,0.4456613310867733,0.4986089030206677,0.0,0.4942368839427662,0.2,349.0,112.0,3.1160714285714284,220.0,1.0,29.0,65.0,19.0,15.0,0.0,0.2,153.58333333333334,8.333333333333334,100.0,37.5,0.0,0.8,9.791577673888888,15.519766002222225,2.4450450491666667,0.0,0.0,22.0,0.8999999999999999,2.2,0,9,1,0,0,0,0.9195640572191242,0.0,2.0794415416798357,0.6931471805599453,3.1354942159291497,0.0,5.857933154483459,4.727387818712341,1.414899171701554,5.3981627015177525,0.6931471805599453,3.4011973816621555,4.189654742026425,2.995732273553991,2.772588722239781,2.2335922215070942,4.61512051684126,0.0,1.2369369810613033,0.0,0.0,3.1354942159291497,0.0,33.0,3.2316886696436824,15.0,44.0
BBS0039,2.0,1.0,0.0,2.0,0.0,0.0,0.1,10.694267515923569,328.0,0.4954296160877514,0.4228707564026206,0.0,0.0,0.2,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,108.33333333333331,10.4,104.0,30.33333333333333,0.0,1.0,10.967680995277778,13.032508379166666,7.435171657138889,362.0,0.0,504.0,1.5,2.8,0,14,8,3,0,0,1.0986122886681098,0.6931471805599453,0.0,1.0986122886681098,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,2.4336133554004498,4.653960350157523,0.0,2.132410066370457,5.8944028342648505,0.0,6.22455842927536,362.0,3.0,2.2404778816707234,3.0,1370.0
BBS0422,1.232,1.0,3.0,1.0,28.0,0.224,0.0,8.827848101265824,557.0,0.3216538192011212,0.5511901347863493,27.0,0.4921135646687697,0.4,499.0,105.0,4.752380952380952,321.0,4.0,33.0,92.0,28.0,21.0,0.002004008016032,0.6000000000000001,90.28571428571428,5.0,5.0,26.928571428571427,0.0,0.4,8.6889547075,16.077466532777777,3.910334714722222,68.0,69.0,30.0,1.7999999999999998,3.2,0,14,1,2,0,0,0.8028980445190644,0.6931471805599453,1.3862943611198906,0.6931471805599453,3.367295829986474,3.332204510175204,6.214608098422191,4.663439094112067,1.7496138477772916,5.7745515455444085,1.6094379124341003,3.5263605246161616,4.532599493153256,3.367295829986474,3.091042453358316,1.791759469228055,1.791759469228055,0.0,1.5913421094874858,4.23410650459726,4.248495242049359,3.4339872044851463,95.0,54.02004008016032,1.5651104822900124,8.0,197.0
BDI0533,2.1900237529691213,0.0,4.0,1.0,36.0,0.0855106888361045,0.0,2.912751677852349,289.0,0.4677268475210477,0.5422427035330261,0.0,0.7296466973886329,0.6000000000000001,2458.0,346.2199999999998,6.145,1605.0,14.0,117.0,483.0,115.0,124.0,0.0,0.6000000000000001,28.3125,1.4,14.0,19.375,0.0,0.0,11.06234467638889,16.504538113611112,2.4062230130555555,0.0,187.0,65.0,1.2,2.4000000000000004,0,9,1,6,0,0,1.1600283628408563,0.0,1.6094379124341003,0.6931471805599453,3.6109179126442243,0.0,7.807510042216193,5.849958584813802,1.9664128113818307,7.381501894506707,2.70805020110221,4.770684624465665,6.182084906716632,4.7535901911063645,4.8283137373023015,0.8754687373538999,2.70805020110221,0.0,1.2256040566253508,0.0,5.236441962829949,4.189654742026425,0.0,290.0,0.7387363631987912,9.0,317.0
BDV0168,4.0,15.0,0.0,1.0,1.0,0.25,0.2,14.709090909090907,427.0,0.4172894867962132,0.3485784919653893,0.0,0.0,0.2,36.0,2.0,18.0,22.0,0.0,4.0,6.0,3.0,1.0,0.8888888888888888,0.6000000000000001,153.25,12.363636363636363,136.0,34.916666666666664,0.0,1.0,7.802169934444444,15.688553921388888,1.426622578611111,5.0,0.0,0.0,0.6,2.6,0,5,7,4,1,0,1.6094379124341003,2.772588722239781,0.0,0.6931471805599453,0.6931471805599453,0.0,3.6109179126442243,1.0986122886681098,2.9444389791664403,3.1354942159291497,0.0,1.6094379124341003,1.9459101490553132,1.3862943611198906,0.6931471805599453,2.592537313980366,4.919980925828125,0.0,0.8865004052206801,1.791759469228055,0.0,0.0,5.0,10.88888888888889,2.139557005027856,16.0,5.0
BEH0615,1.5887096774193548,0.0,8.0,1.0,30.0,0.1209677419354838,0.1,14.553977272727272,824.0,0.2996905498690788,0.5328908842475112,0.0,0.4952176459105992,0.4,268.0,102.0,2.627450980392157,169.0,3.0,11.0,58.0,12.0,15.0,0.0,0.6000000000000001,152.58333333333334,11.0,132.0,32.333333333333336,0.0,1.0,10.206105072222224,16.378442118055556,2.5490389266666664,0.0,2.0,53.0,1.2,3.3,0,12,1,1,0,0,0.9511595575249789,0.0,2.1972245773362196,0.6931471805599453,3.4339872044851463,0.0,5.594711379601839,4.634728988229636,1.2885301923539991,5.135798437050262,1.3862943611198906,2.4849066497880004,4.07753744390572,2.5649493574615367,2.772588722239781,2.4849066497880004,4.890349128221754,0.0,1.2666768419520988,0.0,1.0986122886681098,3.9889840465642745,0.0,39.0,2.3243045487005256,17.0,108.0
BIH0745,2.75,9.0,0.0,1.0,0.0,0.0,0.2,14.493055555555555,396.0,0.5950991831971996,0.7038811691423096,0.0,0.0,0.6000000000000001,41.0,3.0,13.666666666666666,25.0,0.0,6.0,7.0,1.0,2.0,0.975609756097561,0.6000000000000001,152.5,10.166666666666666,122.0,49.25,0.0,1.0,8.075837086944444,16.853924549444447,1.5270402486111112,4.0,0.0,0.0,0.6,3.0000000000000004,0,21,6,1,1,0,1.3217558399823195,2.302585092994046,0.0,0.6931471805599453,0.0,0.0,3.7376696182833684,1.3862943611198906,2.6855773452501515,3.258096538021482,0.0,1.9459101490553132,2.0794415416798357,0.6931471805599453,1.0986122886681098,2.412933150162911,4.812184355372417,0.0,0.9270487557074367,1.6094379124341003,0.0,0.0,4.0,13.75609756097561,6.070838195254765,10.0,4.0
BIS0247,1.2083333333333333,0.0,0.0,1.0,20.0,0.2083333333333333,0.0,8.674418604651162,508.0,0.410688591983556,0.2004021447721179,0.0,0.5056970509383378,0.4,418.0,85.0,4.91764705882353,271.0,4.0,15.0,81.0,23.0,24.0,0.0,0.6000000000000001,83.91666666666667,1.0,1.0,26.75,33.00666666666666,0.2,10.0060943775,15.851092686944444,3.3414060369444445,43.0,6.0,0.0,1.2,2.4,0,9,1,4,0,0,0.7922380832041762,0.0,0.0,0.6931471805599453,3.044522437723423,0.0,6.037870919922137,4.454347296253507,1.7779389136094228,5.605802066295998,1.6094379124341003,2.772588722239781,4.406719247264253,3.1780538303479458,3.2188758248682006,0.6931471805599453,0.6931471805599453,3.526556583826671,1.4681982672910168,3.784189633918261,1.9459101490553132,0.0,2848.566666666666,60.0,0.7139295872272279,1.0,49.0
