user,email_count,recipient_count,external_count,late_night_count,weekend_count,external_ratio,late_night_ratio,weekend_ratio,email_spike,login_count,late_logins,weekend_logins,after_hours_logins,failed_logins,late_login_ratio,weekend_login_ratio,after_hours_ratio,login_spike,file_access_count,file_copy_count,sensitive_file_access,after_hours_file_access,weekend_file_access,copy_ratio,sensitive_ratio,after_hours_file_ratio,file_spike,device_activity_count,usb_insertions,unknown_device_count,after_hours_device_usage,weekend_device_usage,usb_ratio,unknown_device_ratio,after_hours_device_ratio,device_spike,label
AJN0607,14.556521739130435,812.0,6,0.0,0,0.4563554692242321,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,820.0,820.0,685.0,0.0,0,1,0.8343483556638246,0.0,0,3.002906976744186,3.002906976744186,0,0.0,0,0.7501815541031228,0.0,0.0,0,0
AJR0932,8.809278350515465,304.0,3,0.0,0,0.3781238681637088,0.0,0,0,4.0,4.0,0.0,4.0,0,0.8,0.0,0.8,0,47.0,47.0,43.0,39.0,0,1,0.8958333333333334,0.8297872340425532,0,6.333333333333333,6.333333333333333,0,18.0,0,0.8636363636363636,0.0,2.4545454545454546,1,0
AKR0057,10.691304347826089,425.0,4,19.0,0,0.3946255287384921,1.6251394570472293,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,540.0,540.0,452.0,0.0,0,1,0.8354898336414048,0.0,0,2.23963133640553,2.23963133640553,0,0.0,0,0.6913229018492176,0.0,0.0,0,0
AMR0318,14.375722543352602,736.0,4,0.0,0,0.2784386617100371,0.0,0,0,21.0,19.0,2.0,19.0,0,0.8636363636363636,0.09090909090909091,0.8636363636363636,0,230.0,230.0,182.0,0.0,0,1,0.7878787878787878,0.0,0,1.247787610619469,1.247787610619469,0,2.0,0,0.5551181102362205,0.0,0.889763779527559,0,0
ANM0123,10.8,77.0,5,15.0,0,0.535632183908046,1.271186440677966,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,47.0,47.0,42.0,0.0,0,1,0.875,0.0,0,1.5263157894736843,1.5263157894736843,0,0.0,0,0.6041666666666667,0.0,0.0,0,0
AOK0844,1.0,128.0,0,42.0,0,0.3576051779935275,21.0,0,0,232.0,23.0,209.0,23.0,0,0.09871244635193133,0.8969957081545065,0.09871244635193133,0,1321.0,1321.0,1103.0,40.99999999999996,0,1,0.8343419062027232,0.0310370931112793,0,1.4854014598540146,1.4854014598540146,0,7.0,0,0.5976505139500734,0.0,2.8164464023494857,0,0
ATE0869,15.535123966942148,1011.3699999999995,7,5.0,0,0.4685144663262825,0.3023866050231163,0,1,243.07999999999996,10.0,233.07999999999996,10.0,0,0.040970173713536555,0.9549328089151098,0.040970173713536555,1,522.0,522.0,439.0,0.0,0,1,0.8393881453154876,0.0,0,1.25,1.25,0,0.0,0,0.5555555555555556,0.0,0.0,0,1
ATP0662,13.680965147453083,806.0,6,72.0,0,0.4660357014496226,4.904309715120526,0,0,116.0,68.0,48.0,68.0,0,0.5811965811965812,0.41025641025641024,0.5811965811965812,0,1273.0,1273.0,1075.0,0.0,0,1,0.8437990580847724,0.0,0,1.5634920634920637,1.5634920634920637,0,0.0,0,0.6099071207430341,0.0,0.0,0,1
AVM0947,1.0,136.0,0,0.0,0,0.3106457242582897,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,7701.0,7701.0,6421.0,0.0,0,1,0.8336795637496754,0.0,1,8.641647398843931,8.641647398843931,0,0.0,0,0.8962832845225284,0.0,0.0,1,0
BAJ0654,2.9,244.0,0,223.0,0,0.3378712871287129,57.17948717948718,0,0,24.0,24.0,0.0,24.0,0,0.96,0.0,0.96,0,2919.0,2919.0,2458.0,376.99999999999994,0,1,0.8417808219178082,0.1291538198013018,1,1.206896551724138,1.206896551724138,0,13.0,0,0.546875,0.0,5.890625,0,1
BAL0044,10.744186046511627,579.0,4,0.0,0,0.4456539666831601,0.0,0,0,743.0,741.0,2.0,741.0,0,0.9959677419354839,0.002688172043010753,0.9959677419354839,1,2900.0,2900.0,2417.0,1671.9999999999998,0,1,0.833160978972768,0.576551724137931,1,3.294460641399417,3.294460641399417,0,365.2899999999997,0,0.7671418873048201,0.0,85.06073998642219,0,1
BBG0325,14.54335260115607,806.0,6,0.0,0,0.4456613310867733,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,349.0,349.0,285.0,0.0,0,1,0.8142857142857143,0.0,0,1.5081967213114753,1.5081967213114753,0,0.0,0,0.6013071895424836,0.0,0.0,0,0
BBS0039,10.694267515923569,328.0,5,0.0,0,0.4954296160877514,0.0,0,0,362.0,362.0,0.0,362.0,0,0.9972451790633609,0.0,0.9972451790633609,1,1.0,1.0,0.0,0.0,0,1,0.0,0.0,0,2.0,2.0,0,1.0,0,0.6666666666666666,0.0,0.3333333333333333,0,0
BBS0422,8.827848101265824,557.0,2,27.0,0,0.3216538192011212,2.747295208655332,0,0,137.0,68.0,69.0,68.0,0,0.4927536231884058,0.5,0.4927536231884058,0,499.0,499.0,413.0,0.9999999999999681,0,1,0.826,0.002004008016032,0,1.232,1.232,0,1.0,0,0.5519713261648745,0.0,0.4480286738351254,0,0
BDI0533,2.912751677852349,289.0,1,0.0,0,0.4677268475210477,0.0,0,0,187.0,0.0,187.0,0.0,0,0.0,0.9946808510638298,0.0,0,2458.0,2458.0,2088.0,0.0,0,1,0.8491256608377389,0.0,1,2.1900237529691213,2.1900237529691213,0,0.0,0,0.6865227103499628,0.0,0.0,0,0
BDV0168,14.709090909090907,427.0,6,0.0,0,0.4172894867962132,0.0,0,1,5.0,5.0,0.0,5.0,0,0.8333333333333334,0.0,0.8333333333333334,0,36.0,36.0,28.0,32.0,0,1,0.7567567567567568,0.8888888888888888,0,4.0,4.0,0,15.0,0,0.8,0.0,3.0,0,0
BEH0615,14.553977272727272,824.0,4,0.0,0,0.2996905498690788,0.0,0,0,2.0,0.0,2.0,0.0,0,0.0,0.6666666666666666,0.0,0,268.0,268.0,227.0,0.0,0,1,0.8438661710037175,0.0,0,1.5887096774193548,1.5887096774193548,0,0.0,0,0.6137071651090342,0.0,0.0,0,0
BIH0745,14.493055555555555,396.0,8,0.0,0,0.5950991831971996,0.0,0,0,4.0,4.0,0.0,4.0,0,0.8,0.0,0.8,0,41.0,41.0,32.0,40.0,0,1,0.7619047619047619,0.975609756097561,0,2.75,2.75,0,9.0,0,0.7333333333333333,0.0,2.4,0,0
BIS0247,8.674418604651162,508.0,3,0.0,0,0.410688591983556,0.0,0,0,49.0,43.0,6.0,43.0,0,0.86,0.12,0.86,0,418.0,418.0,352.0,0.0,0,1,0.8400954653937948,0.0,0,1.2083333333333333,1.2083333333333333,0,0.0,0,0.5471698113207547,0.0,0.0,0,0
BJM0111,2.9562841530054644,231.0,0,0.0,0,0.3271245634458672,0.0,0,0,93.0,59.0,34.0,59.0,0,0.6276595744680851,0.3617021276595745,0.6276595744680851,0,7841.0,7841.0,6592.0,40.99999999999958,0,1,0.8406018872736547,0.0052289248820303,1,7.932065217391305,7.932065217391305,0,19.0,0,0.8880438089443261,0.0,2.1271676300578033,1,0
BJP0134,1.0,127.0,0,0.0,0,0.4151624548736462,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,8072.0,8072.0,6808.0,0.0,0,1,0.8433048433048433,0.0,1,8.604046242774567,8.604046242774567,0,0.0,0,0.8958772193800782,0.0,0.0,1,0
BLS0678,8.645,331.0,3,0.0,0,0.4498416050686378,0.0,0,0,3.0,3.0,0.0,3.0,0,0.75,0.0,0.75,0,5.0,5.0,5.0,5.0,0,1,0.8333333333333334,1.0,0,1.3333333333333333,1.3333333333333333,0,3.0,0,0.5714285714285715,0.0,1.2857142857142858,0,0
BMG0917,8.808695652173913,548.0,2,238.0,0,0.3162376237623762,24.26418439716312,0,0,21.0,18.0,3.0,18.0,0,0.8181818181818182,0.13636363636363635,0.8181818181818182,0,7692.0,7692.0,6449.0,356.99999999999943,0,1,0.8382945534901859,0.0464118564742589,1,8.615606936416185,8.615606936416185,0,105.0,0,0.8960024045686805,0.0,10.919747520288547,1,0
BMT0528,2.944606413994169,248.0,1,0.0,0,0.3961584633853541,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1903.0,1903.0,1570.0,0.0,0,1,0.8245798319327731,0.0,0,2.200617283950617,2.200617283950617,0,0.0,0,0.6875602700096431,0.0,0.0,0,0
BQS0525,2.897959183673469,87.0,1,0.0,0,0.3765690376569037,0.0,0,0,16.0,0.0,16.0,0.0,0,0.0,0.9411764705882353,0.0,0,57.0,57.0,51.0,0.0,0,1,0.8793103448275862,0.0,0,8.020408163265307,8.020408163265307,0,0.0,0,0.8891402714932127,0.0,0.0,1,0
BRB0355,9.710176991150442,684.0,3,0.0,0,0.3225851093274287,0.0,0,0,214.0,0.0,214.0,0.0,0,0.0,0.9953488372093023,0.0,0,712.0,712.0,596.0,0.0,0,1,0.8359046283309958,0.0,0,2.133016627078385,2.133016627078385,0,0.0,0,0.6808188021228203,0.0,0.0,0,0
BRM0995,8.874635568513119,503.0,3,546.2499999999998,0,0.4224376731301939,55.31849719515794,0,0,14.0,14.0,0.0,14.0,0,0.9333333333333333,0.0,0.9333333333333333,0,590.0,590.0,497.0,122.99999999999997,0,1,0.8409475465313029,0.2084745762711864,0,8.592485549132949,8.592485549132949,0,365.2899999999997,0,0.895751732449533,0.0,38.08084965351006,1,1
BRS0734,13.60909090909091,302.0,4,0.0,0,0.2999589659417316,0.0,0,0,17.0,0.0,17.0,0.0,0,0.0,0.9444444444444444,0.0,0,1845.0,1845.0,1538.0,0.0,0,1,0.8331527627302275,0.0,0,1.7066666666666668,1.7066666666666668,0,0.0,0,0.6305418719211823,0.0,0.0,0,0
BSS0369,9.70464135021097,406.0,3,0.0,0,0.3842312746386334,0.0,0,0,631.0,451.0,180.0,451.0,0,0.7136075949367089,0.2848101265822785,0.7136075949367089,1,2295.0,2295.0,1930.0,1020.0,0,1,0.8405923344947736,0.4444444444444444,0,8.641647398843931,8.641647398843931,0,365.2899999999997,0,0.8962832845225284,0.0,37.88667899676556,1,1
BTL0226,8.824644549763033,364.0,3,11.0,0,0.415359477124183,1.1196333815726,0,0,5.0,5.0,0.0,5.0,0,0.8333333333333334,0.0,0.8333333333333334,0,4.0,4.0,3.0,4.0,0,1,0.6,1.0,0,2.0,2.0,0,7.0,0,0.6666666666666666,0.0,2.3333333333333335,0,0
BTR0403,8.704347826086957,523.0,4,46.0,0,0.5058629911540835,4.740143369175627,0,0,4.0,4.0,0.0,4.0,0,0.8,0.0,0.8,0,520.0,520.0,431.0,0.999999999999988,0,1,0.8272552783109405,0.0019230769230769,0,1.6101694915254237,1.6101694915254237,0,0.0,0,0.6168831168831168,0.0,0.0,0,0
BVC0790,8.762790697674419,635.0,4,11.0,0,0.4611407335595411,1.1267270128632683,0,0,239.0,47.0,192.0,47.0,0,0.19583333333333333,0.8,0.19583333333333333,1,975.0,975.0,817.0,8.99999999999997,0,1,0.8370901639344263,0.0092307692307692,0,2.1703703703703705,2.1703703703703705,0,8.0,0,0.6845794392523364,0.0,2.5233644859813085,0,1
BWP0202,10.617391304347828,574.0,4,0.0,0,0.4275942609275943,0.0,0,0,75.0,68.0,7.0,68.0,0,0.8947368421052632,0.09210526315789473,0.8947368421052632,0,627.0,627.0,500.0,9.999999999999956,0,1,0.7961783439490446,0.0159489633173843,0,1.2524271844660195,1.2524271844660195,0,2.0,0,0.5560344827586208,0.0,0.8879310344827587,0,1
CAA0612,15.571014492753624,804.0,6,0.0,0,0.4059902061268648,0.0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,641.0,641.0,532.0,0.0,0,1,0.8286604361370716,0.0,0,1.2427184466019416,1.2427184466019416,0,0.0,0,0.5541125541125541,0.0,0.0,0,0
CAB0614,15.46376811594203,826.0,7,0.0,0,0.4791833010151705,0.0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,931.0,931.0,782.0,0.0,0,1,0.8390557939914163,0.0,0,1.5206611570247934,1.5206611570247934,0,0.0,0,0.6032786885245901,0.0,0.0,0,0
CAH0936,8.790697674418604,303.0,3,0.0,0,0.4432098765432098,0.0,0,0,6.0,6.0,0.0,6.0,0,0.8571428571428571,0.0,0.8571428571428571,0,42.0,42.0,34.0,41.0,0,1,0.7906976744186046,0.9761904761904762,0,2.6,2.6,0,12.0,0,0.7222222222222222,0.0,3.333333333333333,0,0
CAM0681,8.791304347826086,532.0,3,40.0,0,0.4053724053724054,4.085257548845471,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,759.0,759.0,640.0,1.9999999999999372,0,1,0.8421052631578947,0.0026350461133069,0,1.512605042016807,1.512605042016807,0,0.0,0,0.6020066889632107,0.0,0.0,0,0
CAS0507,2.932748538011696,254.0,1,0.0,0,0.5784543325526932,0.0,0,0,8.0,8.0,0.0,8.0,0,0.8888888888888888,0.0,0.8888888888888888,0,6290.0,6290.0,5295.0,23.999999999999865,0,1,0.8416785884597043,0.0038155802861685,1,1.5362903225806452,1.5362903225806452,0,1.0,0,0.6057233704292528,0.0,0.3942766295707472,0,0
CCA0046,10.73134328358209,397.0,3,0.0,0,0.3036266516727579,0.0,0,0,421.0,421.0,0.0,421.0,0,0.9976303317535545,0.0,0.9976303317535545,1,1678.0,1678.0,1377.0,993.0000000000001,0,1,0.8201310303752234,0.5917759237187128,0,3.79,3.79,0,365.2899999999997,0,0.791231732776618,0.0,76.26096033402916,0,1
CCL0068,8.753472222222221,439.0,3,0.0,0,0.3984432011675991,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,630.0,630.0,530.0,0.0,0,1,0.8399366085578447,0.0,0,2.327205882352941,2.327205882352941,0,0.0,0,0.6994475138121546,0.0,0.0,0,0
CCM0136,1.0,133.0,0,0.0,0,0.3636363636363636,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,137.0,137.0,113.0,0.0,0,1,0.8188405797101449,0.0,0,1.263157894736842,1.263157894736842,0,0.0,0,0.5581395348837209,0.0,0.0,0,0
CEJ0109,8.705696202531646,482.0,3,0.0,0,0.3973613595706619,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,679.0,679.0,565.0,0.0,0,1,0.8308823529411765,0.0,0,2.1554054054054053,2.1554054054054053,0,0.0,0,0.6830835117773019,0.0,0.0,0,0
CFM0767,2.9130434782608696,265.0,1,0.0,0,0.3810375670840787,0.0,0,0,37.0,37.0,0.0,37.0,0,0.9736842105263158,0.0,0.9736842105263158,0,778.0,778.0,641.0,0.0,0,1,0.8228498074454429,0.0,0,1.4705882352941178,1.4705882352941178,0,0.0,0,0.5952380952380952,0.0,0.0,0,0
CGB0637,2.9565217391304346,261.0,1,230.0,0,0.5228486646884273,58.13186813186813,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2333.0,2333.0,1953.0,443.99999999999994,0,1,0.8367609254498715,0.1903129018431204,1,3.136231884057971,3.136231884057971,0,172.0,0,0.7582340574632096,0.0,41.58374211632797,0,0
CHM0821,1.0,144.0,0,22.0,0,0.4192982456140351,11.0,0,0,42.0,42.0,0.0,42.0,0,0.9767441860465116,0.0,0.9767441860465116,0,1228.0,1228.0,1035.0,23.999999999999904,0,1,0.8421480878763222,0.019543973941368,0,1.5269709543568464,1.5269709543568464,0,2.0,0,0.6042692939244664,0.0,0.7914614121510674,0,0
CIM0271,8.694767441860465,514.0,2,0.0,0,0.2905280460242449,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1552.0,1552.0,1312.0,0.0,0,1,0.8448164842240824,0.0,0,2.2036474164133737,2.2036474164133737,0,0.0,0,0.6878557874762808,0.0,0.0,0,0
CLB0774,2.9239766081871346,260.0,1,0.0,0,0.5039609993906154,0.0,0,0,69.0,62.0,7.0,62.0,0,0.8857142857142857,0.1,0.8857142857142857,0,7246.0,7246.0,6047.0,143.9999999999994,0,1,0.8344142403753277,0.0198730333977366,1,8.635838150289016,8.635838150289016,0,56.0,0,0.8962207558488302,0.0,5.811637672465507,1,0
CPG0322,14.485549132947977,764.0,6,0.0,0,0.4313510884105557,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,337.0,337.0,272.0,0.0,0,1,0.8047337278106509,0.0,0,1.1517857142857142,1.1517857142857142,0,0.0,0,0.5352697095435683,0.0,0.0,0,0
CQH0701,1.0,144.0,0,0.0,0,0.5477477477477477,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,243.0,243.0,198.0,0.0,0,1,0.8114754098360656,0.0,0,1.256880733944954,1.256880733944954,0,0.0,0,0.556910569105691,0.0,0.0,0,0
CQW0652,2.9877300613496933,255.0,1,211.0,0,0.3940335612181479,52.91230769230769,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,696.0,696.0,576.0,124.0,0,1,0.8263988522238164,0.1781609195402299,0,2.2046204620462047,2.2046204620462047,0,103.0,0,0.6879505664263645,0.0,32.14109165808445,0,0
CSC0217,10.432432432432432,256.0,4,0.0,0,0.4519383961763143,0.0,0,0,244.0,244.0,0.0,244.0,0,0.9959183673469387,0.0,0.9959183673469387,1,1.0,1.0,0.0,0.0,0,1,0.0,0.0,0,2.0,2.0,0,0.0,0,0.6666666666666666,0.0,0.0,0,0
CTA0020,10.55072463768116,598.0,4,0.0,0,0.4498172150216019,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,606.0,606.0,524.0,0.0,0,1,0.8632619439868204,0.0,0,8.604046242774567,8.604046242774567,0,0.0,0,0.8958772193800782,0.0,0.0,1,0
CWR0502,13.517341040462428,763.0,6,0.0,0,0.4485714285714285,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,765.0,765.0,644.0,0.0,0,1,0.8407310704960835,0.0,0,1.4560669456066946,1.4560669456066946,0,0.0,0,0.5928449744463373,0.0,0.0,0,0
DAL0673,8.769679300291545,539.0,3,0.0,0,0.4338455398124127,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,352.0,352.0,290.0,0.0,0,1,0.8215297450424929,0.0,0,1.5324074074074074,1.5324074074074074,0,0.0,0,0.6051188299817185,0.0,0.0,0,0
DBB0384,8.69855072463768,522.0,3,0.0,0,0.3916027452563585,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,8468.56,8468.56,7088.679999999999,0.0,0,1,0.8369596531578972,0.0,1,8.601156069364162,8.601156069364162,0,0.0,0,0.8958458759783263,0.0,0.0,1,0
DCH0843,1.0,121.0,0,15.0,0,0.3878787878787879,7.5,0,0,4.0,3.0,1.0,3.0,0,0.6,0.2,0.6,0,38.0,38.0,34.0,27.0,0,1,0.8717948717948718,0.7105263157894737,0,4.6,4.6,0,17.0,0,0.8214285714285714,0.0,3.035714285714286,1,0
DFH0188,2.933333333333333,285.0,1,0.0,0,0.3438781487990627,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6281.0,6281.0,5288.0,0.0,0,1,0.8417701368990768,0.0,1,1.6175298804780875,1.6175298804780875,0,0.0,0,0.6179604261796042,0.0,0.0,0,0
DIB0081,8.753086419753087,267.0,3,0.0,0,0.3551074090311267,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1580.0,1580.0,1352.0,0.0,0,1,0.8551549652118912,0.0,0,3.080745341614907,3.080745341614907,0,0.0,0,0.7549467275494672,0.0,0.0,0,0
DIB0285,8.814207650273223,320.0,3,0.0,0,0.390530303030303,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,375.0,375.0,318.0,0.0,0,1,0.8457446808510638,0.0,0,2.327380952380953,2.327380952380953,0,0.0,0,0.6994633273703041,0.0,0.0,0,0
DIW0118,13.540697674418604,742.0,4,0.0,0,0.3431321540062435,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1314.0,1314.0,1109.0,0.0,0,1,0.8433460076045627,0.0,0,2.141065830721004,2.141065830721004,0,0.0,0,0.6816367265469063,0.0,0.0,0,0
DLM0051,17.44930875576037,1011.3699999999995,8,0.0,0,0.494459611369841,0.0,0,1,182.0,0.0,182.0,0.0,0,0.0,0.994535519125683,0.0,0,8468.56,8468.56,7088.679999999999,0.0,0,1,0.8369596531578972,0.0,1,8.641647398843931,8.641647398843931,0,0.0,0,0.8962832845225284,0.0,0.0,1,0
DMK0257,8.718840579710145,505.0,2,0.0,0,0.299636803874092,0.0,0,0,73.0,67.0,6.0,67.0,0,0.9054054054054054,0.08108108108108109,0.9054054054054054,0,1499.0,1499.0,1275.0,32.99999999999998,0,1,0.85,0.0220146764509673,0,2.12,2.12,0,12.0,0,0.6794871794871795,0.0,3.846153846153846,0,1
DPM0423,8.719653179190752,549.0,3,0.0,0,0.411527609834744,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1403.0,1403.0,1173.0,0.0,0,1,0.8354700854700855,0.0,0,3.107871720116618,3.107871720116618,0,0.0,0,0.7565649396735273,0.0,0.0,0,0
DRR0162,10.69140625,454.0,4,0.0,0,0.4095658230787091,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,529.0,529.0,441.0,0.0,0,1,0.8320754716981132,0.0,0,2.3686440677966103,2.3686440677966103,0,0.0,0,0.7031446540880504,0.0,0.0,0,0
EAH0466,1.0,41.0,0,0.0,0,0.5689655172413793,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,358.0,358.0,296.0,0.0,0,1,0.8245125348189415,0.0,0,1.0714285714285714,1.0714285714285714,0,0.0,0,0.5172413793103449,0.0,0.0,0,0
EDB0714,1.0805084745762712,109.0,0,0.0,0,0.4638403990024937,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,526.0,526.0,438.0,0.0,0,1,0.8311195445920304,0.0,0,2.3260869565217392,2.3260869565217392,0,0.0,0,0.6993464052287581,0.0,0.0,0,0
EGD0132,1.0714285714285714,95.0,0,0.0,0,0.3365695792880259,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,399.0,399.0,335.0,0.0,0,1,0.8375,0.0,0,2.295081967213114,2.295081967213114,0,0.0,0,0.6965174129353233,0.0,0.0,0,0
EHB0824,1.0,96.0,0,6.0,0,0.3522267206477733,3.0,0,0,4.0,4.0,0.0,4.0,0,0.8,0.0,0.8,0,14.0,14.0,11.0,14.0,0,1,0.7333333333333333,1.0,0,3.25,3.25,0,12.0,0,0.7647058823529411,0.0,2.823529411764706,0,0
EHD0584,1.0,113.0,0,0.0,0,0.4450867052023121,0.0,0,0,6.0,5.0,1.0,5.0,0,0.7142857142857143,0.14285714285714285,0.7142857142857143,0,11.0,11.0,8.0,8.0,0,1,0.6666666666666666,0.7272727272727273,0,1.4,1.4,0,5.0,0,0.5833333333333334,0.0,2.0833333333333335,0,0
EIS0041,9.583090379008746,562.0,5,0.0,0,0.6184455187802157,0.0,0,0,741.0,741.0,0.0,741.0,0,0.9986522911051213,0.0,0.9986522911051213,1,3676.0,3676.0,3091.0,1764.9999999999998,0,1,0.8406309491433234,0.4801414581066376,1,3.8236994219653178,3.8236994219653178,0,365.2899999999997,0,0.7926902336728581,0.0,75.72818454164164,0,1
EMW0772,2.91812865497076,241.0,1,0.0,0,0.4882985452245414,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,181.0,181.0,155.0,0.0,0,1,0.8516483516483516,0.0,0,1.1711711711711712,1.1711711711711712,0,0.0,0,0.5394190871369294,0.0,0.0,0,0
